"INDEX","KEYVALUE.x","LABEL.x","RED.x","GREEN.x","BLUE.x","ALPHA.x","HEMISPHERE.x","NETWORK.x","NETWORKKEY.x","NETWORKSORTEDORDER.x","GLASSERLABELNAME.x","KEYVALUE.y","LABEL.y","RED.y","GREEN.y","BLUE.y","ALPHA.y","HEMISPHERE.y","NETWORK.y","NETWORKKEY.y","NETWORKSORTEDORDER.y","GLASSERLABELNAME.y","netho_diff_beta","netho_diff_t","netho_diff_para_p","netho_diff_para_q","netho_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
560,7030,"Frontoparietal-03_LR-Brainstem",255,255,0,255,"LR","Frontoparietal",7,495,NA,7030,"Frontoparietal-03_LR-Brainstem",255,255,0,255,"LR","Frontoparietal",7,495,NA,-0.285142820826626,-2.48975983486929,0.0133451175637529,0.101345204535538,NA,1.72425533246676,0.575327969645455,1.567836679562,0.519289715777778
561,7040,"Frontoparietal-04_R-Brainstem",255,255,0,255,"R","Frontoparietal",7,473,NA,7040,"Frontoparietal-04_R-Brainstem",255,255,0,255,"R","Frontoparietal",7,473,NA,-0.0824072154642114,-0.720119291431487,0.472033552045704,0.745645920709365,NA,0.541432949811823,0.23063377166971,0.519210684657917,0.212115383503063
562,7050,"Frontoparietal-05_R-Brainstem",255,255,0,255,"R","Frontoparietal",7,474,NA,7050,"Frontoparietal-05_R-Brainstem",255,255,0,255,"R","Frontoparietal",7,474,NA,-0.136388959158777,-1.22295401361517,0.222343381431823,0.497658853737684,NA,0.499752252464127,0.196799360927332,0.474654995753441,0.170157609941927
563,7060,"Frontoparietal-06_L-Brainstem",255,255,0,255,"L","Frontoparietal",7,451,NA,7060,"Frontoparietal-06_L-Brainstem",255,255,0,255,"L","Frontoparietal",7,451,NA,-0.0294881328347436,-0.266034010654393,0.790402708216104,0.928056121457897,NA,0.791111195102481,0.27432753391516,0.78387019711843,0.23242999106252
564,7070,"Frontoparietal-07_LR-Brainstem",255,255,0,255,"LR","Frontoparietal",7,496,NA,7070,"Frontoparietal-07_LR-Brainstem",255,255,0,255,"LR","Frontoparietal",7,496,NA,0.258425700603483,2.17624039102978,0.030347024031805,0.168967603143894,NA,1.10977529603748,0.355598821519138,1.19806873874136,0.340562733135018
565,7080,"Frontoparietal-08_R-Brainstem",255,255,0,255,"R","Frontoparietal",7,475,NA,7080,"Frontoparietal-08_R-Brainstem",255,255,0,255,"R","Frontoparietal",7,475,NA,-0.0438009641257505,-0.345456398682128,0.730002597252762,0.90963674422072,NA,1.3960316830882,0.263418700943213,1.38568258270276,0.283360633662403
566,7090,"Frontoparietal-09_L-Brainstem",255,255,0,255,"L","Frontoparietal",7,452,NA,7090,"Frontoparietal-09_L-Brainstem",255,255,0,255,"L","Frontoparietal",7,452,NA,-0.0347633820953107,-0.264693578656665,0.79143420298003,0.928056121457897,NA,0.26403847461685,0.0798050136398316,0.258523664689668,0.0937094501394534
567,7100,"Frontoparietal-10_L-Caudate",255,255,0,255,"L","Frontoparietal",7,453,NA,7100,"Frontoparietal-10_L-Caudate",255,255,0,255,"L","Frontoparietal",7,453,NA,-0.0351339613647752,-0.256200506764513,0.797978289713638,0.928056121457897,NA,0.25872826232485,0.0740022499026483,0.252594895473914,0.0936959254324106
568,7110,"Frontoparietal-11_R-Caudate",255,255,0,255,"R","Frontoparietal",7,476,NA,7110,"Frontoparietal-11_R-Caudate",255,255,0,255,"R","Frontoparietal",7,476,NA,-0.0988568985412017,-0.802191992765985,0.423101049802895,0.705827452241278,NA,0.574380495552479,0.33675865493963,0.556298491765235,0.354605335174764
569,7120,"Frontoparietal-12_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,454,NA,7120,"Frontoparietal-12_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,454,NA,0.00983051827614101,0.0801922471497517,0.936139858688327,0.977936600165902,NA,0.220742811004775,0.100094711480804,0.216959631228473,0.103529100524698
570,7130,"Frontoparietal-13_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,455,NA,7130,"Frontoparietal-13_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,455,NA,0.0533012470800664,0.465159711535022,0.642167387852707,0.871504951543819,NA,0.53416424120909,0.216625923188181,0.544852101742389,0.193007628557734
571,7140,"Frontoparietal-14_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,456,NA,7140,"Frontoparietal-14_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,456,NA,-0.0717642422359788,-0.605177383944104,0.545536044894401,0.79627290442148,NA,2.26545434585399,0.529751028339983,2.22758905456806,0.506265802134193
572,7150,"Frontoparietal-15_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,457,NA,7150,"Frontoparietal-15_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,457,NA,-0.110110430337897,-0.937797429873626,0.349131578198742,0.636015553393665,NA,0.716940643704432,0.238883395267761,0.683972061993153,0.22390371319196
573,7160,"Frontoparietal-16_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,458,NA,7160,"Frontoparietal-16_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,458,NA,0.026049884325721,0.211721610968879,0.832473459422272,0.941948820241306,NA,1.08294248655813,0.266943383967759,1.08959690524959,0.272638426616226
574,7170,"Frontoparietal-17_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,459,NA,7170,"Frontoparietal-17_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,459,NA,0.0347032713678066,0.28900309533052,0.772786206589045,0.927803344907461,NA,0.877673854316841,0.21238470410767,0.877266987777806,0.21067030838028
575,7180,"Frontoparietal-18_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,460,NA,7180,"Frontoparietal-18_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,460,NA,-0.046478356376712,-0.383907801849599,0.701329077612411,0.899105730298646,NA,1.22105008910012,0.286499891668001,1.1956784440403,0.290389638399313
576,7190,"Frontoparietal-19_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,461,NA,7190,"Frontoparietal-19_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,461,NA,0.127153374396558,0.996619897646619,0.319782757537433,0.615693181097472,NA,0.997708845953301,0.232672562694235,1.01079310732395,0.258052642709877
577,7200,"Frontoparietal-20_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,462,NA,7200,"Frontoparietal-20_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,462,NA,-0.0498952029084871,-0.382107491523165,0.7026624614939,0.899105730298646,NA,1.30181532825851,0.272329360262751,1.29160631465404,0.307836564446328
578,7210,"Frontoparietal-21_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,463,NA,7210,"Frontoparietal-21_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,463,NA,0.445094391625156,3.35841533385925,0.000889095440179164,0.0171571390348087,0.445094391625156,1.43960731975931,0.351963038068842,1.59867742968297,0.409260862198536
579,7220,"Frontoparietal-22_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,464,NA,7220,"Frontoparietal-22_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,464,NA,0.146804774073182,1.05901186119578,0.290478690959883,0.582589284677967,NA,1.25560594687955,0.252288315389626,1.29864446814293,0.313642301563673
580,7230,"Frontoparietal-23_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,465,NA,7230,"Frontoparietal-23_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,465,NA,0.327652437114764,2.37015599387555,0.0184370671403903,0.125372056554654,NA,1.28987808105136,0.282242325177935,1.37870117032142,0.355705645689111
581,7240,"Frontoparietal-24_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,466,NA,7240,"Frontoparietal-24_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,466,NA,-0.0574345420611844,-0.479954343336472,0.631622905153235,0.867266835152711,NA,0.485275717294304,0.149917534908459,0.471980698362586,0.145942510750638
582,7250,"Frontoparietal-25_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,467,NA,7250,"Frontoparietal-25_L-Cerebellum",255,255,0,255,"L","Frontoparietal",7,467,NA,-0.111926203982423,-0.968721089085254,0.333494368625248,0.624973698683535,NA,0.689486218002587,0.391016781835269,0.661521967515964,0.365939817471283
583,7260,"Frontoparietal-26_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,477,NA,7260,"Frontoparietal-26_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,477,NA,-0.0932298267793825,-0.750288463507944,0.453691383646564,0.73454795447539,NA,0.2277981252388,0.0921590840065623,0.214385809899576,0.098246791503334
584,7270,"Frontoparietal-27_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,478,NA,7270,"Frontoparietal-27_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,478,NA,-0.0707686803111848,-0.672563194480006,0.501762604407775,0.770448386122906,NA,0.546572718992264,0.239722292238709,0.532740779975347,0.177241614025152
585,7280,"Frontoparietal-28_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,479,NA,7280,"Frontoparietal-28_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,479,NA,-0.0515209512918013,-0.429939398156637,0.667560125623634,0.882472504591615,NA,0.73297484272423,0.248961911662784,0.717534169862073,0.242096284910936
586,7290,"Frontoparietal-29_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,7300,"Frontoparietal-30_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,481,NA,7300,"Frontoparietal-30_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,481,NA,-0.0452282487591108,-0.385923356133382,0.699837371653608,0.899105730298646,NA,1.06813603782234,0.290347567791719,1.06326494168999,0.278143252515146
588,7310,"Frontoparietal-31_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,482,NA,7310,"Frontoparietal-31_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,482,NA,0.151891397139519,1.19716515839248,0.232223243250565,0.514929800251252,NA,1.23718991670903,0.273092303341113,1.27159546641796,0.295531844650511
589,7320,"Frontoparietal-32_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,483,NA,7320,"Frontoparietal-32_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,483,NA,0.00747790091894229,0.0618120966215839,0.95075519627644,0.977936600165902,NA,1.15274373217708,0.289924493004384,1.1407328192033,0.290065847625288
590,7330,"Frontoparietal-33_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,484,NA,7330,"Frontoparietal-33_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,484,NA,-0.058599493071934,-0.472218912853309,0.637126910081644,0.869806144929816,NA,0.491978599038641,0.134328796617759,0.478814636886149,0.139860263800844
591,7340,"Frontoparietal-34_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,485,NA,7340,"Frontoparietal-34_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,485,NA,0.00376149927518863,0.0275653176747508,0.97802786848676,0.987066759812698,NA,0.627521452513129,0.158284494016036,0.624161134285695,0.191963600252339
592,7350,"Frontoparietal-35_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,486,NA,7350,"Frontoparietal-35_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,486,NA,0.190210275445785,1.50223484176608,0.134128318789713,0.361387243833415,NA,1.25883938214697,0.311312809097898,1.32399737732957,0.338220310629368
593,7360,"Frontoparietal-36_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,487,NA,7360,"Frontoparietal-36_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,487,NA,0.0702875917358157,0.544754355438461,0.586342580927135,0.830115848794626,NA,1.48262056318974,0.278450696617671,1.50363577125458,0.310109677382689
594,7370,"Frontoparietal-37_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,488,NA,7370,"Frontoparietal-37_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,488,NA,-0.152729700457768,-1.15689258532064,0.248271595524294,0.530806327823023,NA,0.234208913550682,0.0844156361306431,0.22347727032911,0.0987086199565775
595,7380,"Frontoparietal-38_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,489,NA,7380,"Frontoparietal-38_R-Cerebellum",255,255,0,255,"R","Frontoparietal",7,489,NA,-0.228793973303395,-1.9471907244476,0.0524803049731685,0.220580510575276,NA,0.258102624644422,0.103635798628512,0.236197063883469,0.0984475222822103
596,7390,"Frontoparietal-39_L-Diencephalon",255,255,0,255,"L","Frontoparietal",7,468,NA,7390,"Frontoparietal-39_L-Diencephalon",255,255,0,255,"L","Frontoparietal",7,468,NA,0.123469345682691,1.03588508607697,0.301121738753001,0.592289039861274,NA,0.830250769235699,0.206870326352651,0.853602284411247,0.201266183697421
597,7400,"Frontoparietal-40_R-Diencephalon",255,255,0,255,"R","Frontoparietal",7,490,NA,7400,"Frontoparietal-40_R-Diencephalon",255,255,0,255,"R","Frontoparietal",7,490,NA,0.0132812332994814,0.114101926195908,0.909236222720781,0.970395609899309,NA,1.23358031645579,0.293217888436795,1.23784941645239,0.274903944231753
598,7410,"Frontoparietal-41_L-Hippocampus",255,255,0,255,"L","Frontoparietal",7,469,NA,7410,"Frontoparietal-41_L-Hippocampus",255,255,0,255,"L","Frontoparietal",7,469,NA,0.144214261934523,1.1790973975531,0.239329192815845,0.524174980584397,NA,1.31538880723253,0.344226144920826,1.37653162943612,0.362296509777
599,7420,"Frontoparietal-42_L-Pallidum",255,255,0,255,"L","Frontoparietal",7,470,NA,7420,"Frontoparietal-42_L-Pallidum",255,255,0,255,"L","Frontoparietal",7,470,NA,-0.253540058580307,-2.00165756153042,0.0462561153660405,0.206417914820956,NA,0.938151703417962,0.228694370643883,0.879210238646936,0.245405735615804
600,7430,"Frontoparietal-43_R-Pallidum",255,255,0,255,"R","Frontoparietal",7,491,NA,7430,"Frontoparietal-43_R-Pallidum",255,255,0,255,"R","Frontoparietal",7,491,NA,-0.243615872410269,-2.02610898297373,0.0436720254760191,0.202479390843361,NA,0.885306631637164,0.182630148463895,0.846907836321357,0.179335910898496
601,7440,"Frontoparietal-44_R-Pallidum",255,255,0,255,"R","Frontoparietal",7,492,NA,7440,"Frontoparietal-44_R-Pallidum",255,255,0,255,"R","Frontoparietal",7,492,NA,-0.264750139484915,-2.06134379161817,0.0401645236682165,0.197759028018825,NA,0.902692875626908,0.169355266494885,0.863053830108972,0.186906344581557
602,7450,"Frontoparietal-45_L-Putamen",255,255,0,255,"L","Frontoparietal",7,471,NA,7450,"Frontoparietal-45_L-Putamen",255,255,0,255,"L","Frontoparietal",7,471,NA,-0.0284233977879557,-0.227325983811803,0.82033099954338,0.934925519052295,NA,0.257241867219121,0.117438514484936,0.247599922546306,0.12685895670941
603,7460,"Frontoparietal-46_R-Putamen",255,255,0,255,"R","Frontoparietal",7,493,NA,7460,"Frontoparietal-46_R-Putamen",255,255,0,255,"R","Frontoparietal",7,493,NA,-0.193163785733078,-1.64835631871026,0.100366226254034,0.301098678762102,NA,0.289287638032918,0.134052223336014,0.257754160661246,0.128236612973811
604,7470,"Frontoparietal-47_L-Thalamus",255,255,0,255,"L","Frontoparietal",7,472,NA,7470,"Frontoparietal-47_L-Thalamus",255,255,0,255,"L","Frontoparietal",7,472,NA,-0.279396113696973,-2.29028666086356,0.0227249808519226,0.139762248798298,NA,2.003986775436,0.38169134775514,1.92163510564634,0.3892016040854
605,7480,"Frontoparietal-48_R-Thalamus",255,255,0,255,"R","Frontoparietal",7,494,NA,7480,"Frontoparietal-48_R-Thalamus",255,255,0,255,"R","Frontoparietal",7,494,NA,0.196052075116017,1.65741941889161,0.0985197973488352,0.301098678762102,NA,1.07727667382748,0.311914558226531,1.12546426840196,0.300770372311113
606,8010,"Auditory-01_L-Accumbens",250,62,251,255,"L","Auditory",8,512,NA,8010,"Auditory-01_L-Accumbens",250,62,251,255,"L","Auditory",8,512,NA,0.251183787774808,2.24591804421915,0.0254647301429338,0.149031289525039,NA,1.313754703254,0.371980701936077,1.39221178259658,0.323749640772373
607,8020,"Auditory-02_R-Brainstem",250,62,251,255,"R","Auditory",8,530,NA,8020,"Auditory-02_R-Brainstem",250,62,251,255,"R","Auditory",8,530,NA,0.0614979684529322,0.508543301527186,0.611460361119803,0.855234324898672,NA,0.609077409241572,0.221860835431767,0.630841346931877,0.22365145702851
608,8030,"Auditory-03_L-Brainstem",250,62,251,255,"L","Auditory",8,513,NA,8030,"Auditory-03_L-Brainstem",250,62,251,255,"L","Auditory",8,513,NA,-0.0534511931384089,-0.49462008229684,0.621244112600984,0.86164298386881,NA,1.85774886961009,0.526592216640531,1.8190037482308,0.426673169119759
609,8040,"Auditory-04_L-Brainstem",250,62,251,255,"L","Auditory",8,514,NA,8040,"Auditory-04_L-Brainstem",250,62,251,255,"L","Auditory",8,514,NA,0.045452213648622,0.345808174985543,0.729738474510176,0.90963674422072,NA,1.34228202890365,0.26852463480594,1.35444488564848,0.311205041085644
610,8050,"Auditory-05_LR-Brainstem",250,62,251,255,"LR","Auditory",8,542,NA,8050,"Auditory-05_LR-Brainstem",250,62,251,255,"LR","Auditory",8,542,NA,0.209428125216037,1.60662083175975,0.109229582271664,0.317032202203122,NA,1.4227196884151,0.322709010017824,1.48203250211098,0.363613267262492
611,8060,"Auditory-06_L-Cerebellum",250,62,251,255,"L","Auditory",8,515,NA,8060,"Auditory-06_L-Cerebellum",250,62,251,255,"L","Auditory",8,515,NA,-0.0780196410810876,-0.608496245233314,0.543336346869392,0.795819953055811,NA,0.54335992587075,0.165699420270099,0.531032395967608,0.18676857162615
612,8070,"Auditory-07_R-Cerebellum",250,62,251,255,"R","Auditory",8,531,NA,8070,"Auditory-07_R-Cerebellum",250,62,251,255,"R","Auditory",8,531,NA,-0.0757563995818072,-0.610506978137448,0.542005821815042,0.795819953055811,NA,0.826593251995929,0.231162264732205,0.81768962541968,0.250609089402043
613,8080,"Auditory-08_L-Diencephalon",250,62,251,255,"L","Auditory",8,516,NA,8080,"Auditory-08_L-Diencephalon",250,62,251,255,"L","Auditory",8,516,NA,0.195621883961415,1.45946211113898,0.145524047557678,0.379212299110154,NA,1.34911738418709,0.34325952770251,1.43627126167376,0.410001591449491
614,8090,"Auditory-09_L-Diencephalon",250,62,251,255,"L","Auditory",8,517,NA,8090,"Auditory-09_L-Diencephalon",250,62,251,255,"L","Auditory",8,517,NA,-0.16631443940059,-1.36306802090954,0.17392210434958,0.425613592267078,NA,0.86166177861548,0.204419728992095,0.828966778391134,0.207899819827446
615,8100,"Auditory-10_L-Diencephalon",250,62,251,255,"L","Auditory",8,518,NA,8100,"Auditory-10_L-Diencephalon",250,62,251,255,"L","Auditory",8,518,NA,0.0937389386322735,0.7037614984568,0.482147938590393,0.753290214777988,NA,0.982080214729619,0.239921934595633,1.01705591633518,0.28533903276899
616,8110,"Auditory-11_R-Diencephalon",250,62,251,255,"R","Auditory",8,532,NA,8110,"Auditory-11_R-Diencephalon",250,62,251,255,"R","Auditory",8,532,NA,-0.0776282281597121,-0.618241522774451,0.536903063037142,0.792151134449954,NA,1.470169473354,0.351569289512075,1.44951442419269,0.379749465553263
617,8120,"Auditory-12_R-Diencephalon",250,62,251,255,"R","Auditory",8,533,NA,8120,"Auditory-12_R-Diencephalon",250,62,251,255,"R","Auditory",8,533,NA,0.206010279625555,1.65078346870676,0.0998690443095714,0.301098678762102,NA,1.37816704157617,0.293746483142134,1.45944488555369,0.321445607952466
618,8130,"Auditory-13_R-Diencephalon",250,62,251,255,"R","Auditory",8,534,NA,8130,"Auditory-13_R-Diencephalon",250,62,251,255,"R","Auditory",8,534,NA,0.0646283628443088,0.473598147226151,0.636144054112504,0.869806144929816,NA,1.38494104304334,0.248484989269169,1.40076674248698,0.302076592728098
619,8140,"Auditory-14_L-Hippocampus",250,62,251,255,"L","Auditory",8,519,NA,8140,"Auditory-14_L-Hippocampus",250,62,251,255,"L","Auditory",8,519,NA,0.0112685650205237,0.0922401187102528,0.926571170152402,0.976398476105259,NA,0.686158825582032,0.172614331247026,0.684438209841454,0.174172850520639
620,8150,"Auditory-15_L-Hippocampus",250,62,251,255,"L","Auditory",8,520,NA,8150,"Auditory-15_L-Hippocampus",250,62,251,255,"L","Auditory",8,520,NA,0.282918878281588,2.24726332900386,0.0253776136427826,0.149031289525039,NA,1.93664548064273,0.526496118476964,2.08682155976011,0.559058064235626
621,8160,"Auditory-16_L-Hippocampus",250,62,251,255,"L","Auditory",8,521,NA,8160,"Auditory-16_L-Hippocampus",250,62,251,255,"L","Auditory",8,521,NA,0.106710320948487,0.792361268332819,0.428799990097775,0.707074348567693,NA,0.860558472409789,0.171774967021461,0.881618759654981,0.207917041877786
622,8170,"Auditory-17_L-Hippocampus",250,62,251,255,"L","Auditory",8,522,NA,8170,"Auditory-17_L-Hippocampus",250,62,251,255,"L","Auditory",8,522,NA,0.178096652781792,1.46048373556191,0.145243436601764,0.379212299110154,NA,0.989746914289225,0.209689110129963,1.02036513458694,0.212363987555483
623,8180,"Auditory-18_R-Hippocampus",250,62,251,255,"R","Auditory",8,535,NA,8180,"Auditory-18_R-Hippocampus",250,62,251,255,"R","Auditory",8,535,NA,0.0169660477843227,0.142555909619951,0.886740255352122,0.958145508149262,NA,0.672672579502158,0.184969956847143,0.672597966196292,0.180750537704188
624,8190,"Auditory-19_R-Hippocampus",250,62,251,255,"R","Auditory",8,536,NA,8190,"Auditory-19_R-Hippocampus",250,62,251,255,"R","Auditory",8,536,NA,-0.0960061527715761,-0.809084715579144,0.419132007909301,0.705827452241278,NA,1.47896970164615,0.3296039043543,1.42884954144449,0.330798395175165
625,8200,"Auditory-20_L-Pallidum",250,62,251,255,"L","Auditory",8,523,NA,8200,"Auditory-20_L-Pallidum",250,62,251,255,"L","Auditory",8,523,NA,-0.11115525822427,-0.857734059710497,0.391750082684997,0.672378747685308,NA,1.09900475319312,0.238390229736962,1.07595343766892,0.270128512416883
626,8210,"Auditory-21_L-Pallidum",250,62,251,255,"L","Auditory",8,524,NA,8210,"Auditory-21_L-Pallidum",250,62,251,255,"L","Auditory",8,524,NA,0.249652797609252,1.88581013228016,0.0603233122636734,0.228719892345621,NA,0.91105376389752,0.222923013094069,0.970582633630565,0.266199812807666
627,8220,"Auditory-22_R-Pallidum",250,62,251,255,"R","Auditory",8,537,NA,8220,"Auditory-22_R-Pallidum",250,62,251,255,"R","Auditory",8,537,NA,0.128716570893705,1.07792325817922,0.281966900318123,0.571944223940737,NA,0.901729451288693,0.21994381521782,0.917778217997213,0.214582744496216
628,8230,"Auditory-23_L-Thalamus",250,62,251,255,"L","Auditory",8,525,NA,8230,"Auditory-23_L-Thalamus",250,62,251,255,"L","Auditory",8,525,NA,0.20562779213402,1.55738591561657,0.120473267828356,0.337325149919396,NA,0.688278021820602,0.165926358322453,0.714230173024849,0.193779396207567
629,8240,"Auditory-24_L-Thalamus",250,62,251,255,"L","Auditory",8,526,NA,8240,"Auditory-24_L-Thalamus",250,62,251,255,"L","Auditory",8,526,NA,0.142403373407199,1.17527039507667,0.240853909854693,0.524297840354423,NA,1.65114203126287,0.427260811946957,1.71537255544277,0.438882985290688
630,8250,"Auditory-25_L-Thalamus",250,62,251,255,"L","Auditory",8,527,NA,8250,"Auditory-25_L-Thalamus",250,62,251,255,"L","Auditory",8,527,NA,-0.0238749563697007,-0.194634681097731,0.845815701732605,0.941948820241306,NA,1.13504206275186,0.210152202925685,1.12536737413755,0.214547845508301
631,8260,"Auditory-26_L-Thalamus",250,62,251,255,"L","Auditory",8,528,NA,8260,"Auditory-26_L-Thalamus",250,62,251,255,"L","Auditory",8,528,NA,0.30714962990609,2.41210816237676,0.0164836706752835,0.116528127348044,NA,1.05083622551761,0.263075961151216,1.13189469611781,0.285825767122437
632,8270,"Auditory-27_L-Thalamus",250,62,251,255,"L","Auditory",8,529,NA,8270,"Auditory-27_L-Thalamus",250,62,251,255,"L","Auditory",8,529,NA,-0.0467128636572314,-0.363099331354464,0.716796116924347,0.90657055015595,NA,1.40984283563069,0.305195779343429,1.38060175111058,0.342539388029041
633,8280,"Auditory-28_R-Thalamus",250,62,251,255,"R","Auditory",8,538,NA,8280,"Auditory-28_R-Thalamus",250,62,251,255,"R","Auditory",8,538,NA,-0.0860572616584927,-0.669942798013656,0.503429187164556,0.771246560976818,NA,0.805449588094779,0.206729738955101,0.785664348070323,0.227586689862746
634,8290,"Auditory-29_R-Thalamus",250,62,251,255,"R","Auditory",8,539,NA,8290,"Auditory-29_R-Thalamus",250,62,251,255,"R","Auditory",8,539,NA,-0.137758904328645,-1.18756183185341,0.235981211928429,0.521642678999686,NA,1.68142634247059,0.352863199473618,1.62094653689553,0.330596560385507
635,8300,"Auditory-30_R-Thalamus",250,62,251,255,"R","Auditory",8,540,NA,8300,"Auditory-30_R-Thalamus",250,62,251,255,"R","Auditory",8,540,NA,-0.353410444179644,-3.02692355874379,0.002693191949806,0.0343381973600265,-0.353410444179644,0.757428583688185,0.247770315646273,0.674437505159701,0.230703870229196
636,8310,"Auditory-31_R-Thalamus",250,62,251,255,"R","Auditory",8,541,NA,8310,"Auditory-31_R-Thalamus",250,62,251,255,"R","Auditory",8,541,NA,-0.202152925274103,-1.68710629546063,0.0926619076371691,0.300912922547756,NA,0.761675442834463,0.235296604816762,0.717709600574465,0.229855797567263
637,9010,"Default-01_L-Accumbens",255,0,0,255,"L","Default",9,620,NA,9010,"Default-01_L-Accumbens",255,0,0,255,"L","Default",9,620,NA,-0.105149353056784,-0.898709268000442,0.369555691060812,0.656755218338072,NA,1.25850032093138,0.467324163288576,1.20105718961477,0.442766419421126
638,9020,"Default-02_R-Accumbens",255,0,0,255,"R","Default",9,635,NA,9020,"Default-02_R-Accumbens",255,0,0,255,"R","Default",9,635,NA,-0.199089758962242,-1.83984247096321,0.0668168151034634,0.246451043453479,NA,0.352719784187864,0.154957897683627,0.324822548701548,0.12724375129802
639,9030,"Default-03_LR-Brainstem",255,0,0,255,"LR","Default",9,650,NA,9030,"Default-03_LR-Brainstem",255,0,0,255,"LR","Default",9,650,NA,-0.110479897225537,-0.894469163972073,0.371815237871813,0.657119009506125,NA,0.647820234898175,0.16171094568127,0.628766363131659,0.166838507337613
640,9040,"Default-04_LR-Brainstem",255,0,0,255,"LR","Default",9,651,NA,9040,"Default-04_LR-Brainstem",255,0,0,255,"LR","Default",9,651,NA,-0.264436442845442,-2.19255330693408,0.0291367577174533,0.165108293732235,NA,1.58008407519039,0.315702228742155,1.50780422296397,0.313867991867968
641,9050,"Default-05_L-Caudate",255,0,0,255,"L","Default",9,621,NA,9050,"Default-05_L-Caudate",255,0,0,255,"L","Default",9,621,NA,0.00760750117238698,0.0606285893761963,0.951696909366107,0.977936600165902,NA,1.28313135845285,0.245240057951799,1.28994878735004,0.25981112333134
642,9060,"Default-06_L-Caudate",255,0,0,255,"L","Default",9,622,NA,9060,"Default-06_L-Caudate",255,0,0,255,"L","Default",9,622,NA,-0.0810446082223315,-0.662357733776875,0.508269833634275,0.77213757705292,NA,1.00528341203589,0.229658627128521,0.986037026716435,0.23292121322787
643,9070,"Default-07_L-Caudate",255,0,0,255,"L","Default",9,623,NA,9070,"Default-07_L-Caudate",255,0,0,255,"L","Default",9,623,NA,-0.152133978167789,-1.18468127312829,0.237116815600571,0.522106956620901,NA,0.970906976476038,0.203201834243392,0.942765649699194,0.223700386840944
