"INDEX","KEYVALUE","LABEL","RED","GREEN","BLUE","ALPHA","HEMISPHERE","NETWORK","NETWORKKEY","NETWORKSORTEDORDER","GLASSERLABELNAME","rsfa_diff_beta","rsfa_diff_t","rsfa_diff_para_p","rsfa_diff_para_q","rsfa_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
103,103,"Auditory-09_L-Ctx",250,62,251,255,"L","Auditory",8,498,"L_52_ROI",-0.109407355624368,-0.966131323198613,0.334786242544097,0.521321654469711,NA,15.6599367545655,4.58126405307733,15.3195448903215,4.45281950747538
104,104,"Auditory-10_L-Ctx",250,62,251,255,"L","Auditory",8,499,"L_RI_ROI",0.0134059662156269,0.120741434539563,0.903979740198797,0.940277961125221,NA,13.8024654032573,5.30520079967258,14.2245181485251,5.17414453825115
105,105,"Cingulo-Opercular-44_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,234,"L_PFcm_ROI",0.0346639812037209,0.304717078282779,0.760800959764613,0.846907114900763,NA,16.8944488349878,5.71833108682384,17.3934042587471,5.73667191089344
106,106,"Cingulo-Opercular-45_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,235,"L_PoI2_ROI",-0.112309960425937,-0.978514402641457,0.328638364989092,0.517461285224053,NA,13.9941141286434,4.59120119898742,13.746702015629,4.45569518087496
107,107,"Auditory-11_L-Ctx",250,62,251,255,"L","Auditory",8,500,"L_TA2_ROI",0.1111933353459,0.934911381354818,0.350614480353803,0.531099571506394,NA,14.8015179612274,5.4406704925296,16.1018860967668,6.10465550991908
108,108,"Cingulo-Opercular-46_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,236,"L_FOP4_ROI",-0.290479318083507,-2.67292232438626,0.00794665823114252,0.0404659617727683,-0.290479318083507,16.7606280679434,4.87272925814274,15.7185919673868,4.40678399122734
109,109,"Cingulo-Opercular-47_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,237,"L_MI_ROI",-0.314333646187015,-2.93746095496987,0.00357553509653422,0.0235526073331337,-0.314333646187015,15.9212858570951,4.5169024044262,14.8327806810872,3.88427805806498
110,110,"Orbito-Affective-04_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,696,"L_Pir_ROI",0.0240196122701452,0.212830503382351,0.831609216613237,0.887214587709219,NA,14.0354281416347,5.85614645795979,14.6530478223469,5.46971341060851
111,111,"Frontoparietal-44_L-Ctx",255,255,0,255,"L","Frontoparietal",7,414,"L_AVI_ROI",-0.158044969015525,-1.36067035166084,0.174678085773295,0.337147488132327,NA,16.0724990962156,4.72828931856925,15.7667217056262,4.96482271903885
112,112,"Orbito-Affective-05_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,697,"L_AAIC_ROI",-0.134401929450402,-1.03826114173862,0.300016384380517,0.483941410130401,NA,16.1333644941406,5.68982485157339,16.1963468424779,7.0987506529973
113,113,"Cingulo-Opercular-48_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,238,"L_FOP1_ROI",-0.114928037077782,-1.09690085237562,0.273597873401269,0.454729798847479,NA,19.3082621692073,6.49317086759331,19.0911483802626,5.45876120726706
114,114,"Cingulo-Opercular-49_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,239,"L_FOP3_ROI",0.0144522009797035,0.138573185570258,0.889883941128912,0.932754262380378,NA,18.4547765375782,6.61755456321994,18.9812051010479,5.6939691539751
115,115,"Somatomotor-38_L-Ctx",0,255,255,255,"L","Somatomotor",3,170,"L_FOP2_ROI",0.0966460977573877,0.806205953264196,0.420787004069506,0.591242796324668,NA,16.1821171836326,6.29821217091121,17.2441834293315,6.91290406425785
116,116,"Dorsal-Attention-17_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,320,"L_PFt_ROI",-0.213027055550157,-1.85474603745578,0.0646508980322146,0.178535941488962,NA,20.5153513903412,6.43354486323167,19.2050768323392,6.17106689392596
117,117,"Dorsal-Attention-18_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,321,"L_AIP_ROI",-0.310464132287469,-2.62913164645547,0.00901840470893708,0.0449667679237279,-0.310464132287469,19.0482766654812,5.87292767372594,17.1834221426502,5.74989036988374
118,118,"Default-61_L-Ctx",255,0,0,255,"L","Default",9,566,"L_EC_ROI",-0.0133721171693762,-0.120344257637877,0.904294067600506,0.940277961125221,NA,13.4591053616095,5.94484646208758,14.3379524719459,7.26164959256607
119,119,"Default-62_L-Ctx",255,0,0,255,"L","Default",9,567,"L_PreS_ROI",-0.319104797559556,-2.98331931698856,0.00309469236046912,0.0213652799501618,-0.319104797559556,14.8746685209177,5.34864604458384,13.6087179798724,4.9379044013989
120,120,"Default-63_L-Ctx",255,0,0,255,"L","Default",9,568,"L_H_ROI",0.162158764592398,1.11022093587496,0.267826721441931,0.447371280717046,NA,9.73505386316087,3.11090539919069,10.7357460495536,4.81044710642564
121,121,"Visual1-05_L-Ctx",0,0,255,255,"L","Visual1",1,2,"L_ProS_ROI",-0.0543582172291961,-0.496463056612813,0.619945143466271,0.76088993676715,NA,21.1744184928071,9.10366245493478,21.0445680114949,7.70334912686143
122,122,"Ventral-Multimodal-03_L-Ctx",255,157,0,255,"L","Ventral-Multimodal",11,688,"L_PeEc_ROI",0.172475315278002,1.33379872458369,0.183320019195832,0.344732906015797,NA,9.7764015525096,4.27399554312438,11.3034833891646,5.93458229515591
123,123,"Language-18_L-Ctx",0,155,155,255,"L","Language",6,370,"L_STGa_ROI",0.278654144183188,2.25021879615574,0.0251871365905415,0.094189396208379,NA,14.6952874191999,5.73456240448615,16.8986232270509,6.55348268042493
124,124,"Auditory-12_L-Ctx",250,62,251,255,"L","Auditory",8,501,"L_PBelt_ROI",-0.116752368182627,-1.07568561771817,0.282965071540126,0.464917440196363,NA,15.8249687447974,6.31014861027183,15.3955424716253,5.4461215042526
125,125,"Language-19_L-Ctx",0,155,155,255,"L","Language",6,371,"L_A5_ROI",0.0834295420931957,0.70116583273385,0.483763716111143,0.647461519350905,NA,14.2420346035637,5.91946174839679,15.102729323905,6.06729058784825
126,126,"Default-64_L-Ctx",255,0,0,255,"L","Default",9,569,"L_PHA1_ROI",-0.0733172607746615,-0.667353942282598,0.505078591013829,0.658160487019835,NA,15.7957076305395,5.83636432471516,15.7806767639953,5.31910741869427
127,127,"Dorsal-Attention-19_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,322,"L_PHA3_ROI",-0.0570574556671152,-0.512968141586858,0.608365481136007,0.750526487037204,NA,14.1618821819847,4.70116943914033,14.1509203912584,4.35063073111171
128,128,"Language-20_L-Ctx",0,155,155,255,"L","Language",6,372,"L_STSda_ROI",0.101969494069097,0.878533714948429,0.380383977070656,0.560812516502528,NA,13.872825512586,5.36168478646958,14.6611152268037,5.34898868524314
129,129,"Language-21_L-Ctx",0,155,155,255,"L","Language",6,373,"L_STSdp_ROI",0.110504172940245,0.885451637913923,0.376649224066128,0.556448853661481,NA,18.101539771893,6.2760695378119,18.9473949144215,6.89172007294071
130,130,"Default-65_L-Ctx",255,0,0,255,"L","Default",9,570,"L_STSvp_ROI",-0.055988929767774,-0.481439416174363,0.630568560754985,0.76720614352678,NA,19.7842429792991,6.12944423923742,19.383834134477,5.88748958229362
131,131,"Default-66_L-Ctx",255,0,0,255,"L","Default",9,571,"L_TGd_ROI",0.0467269252640717,0.409566828289825,0.682427133012449,0.804569263551623,NA,10.8381993850584,4.46683515654055,11.6930222784776,5.17646969026328
132,132,"Default-67_L-Ctx",255,0,0,255,"L","Default",9,572,"L_TE1a_ROI",0.219771961904131,1.79324091073902,0.0739799198913083,0.191541206652183,NA,14.4838756366687,5.64046864118614,16.1097617219819,6.39924421351082
133,133,"Frontoparietal-45_L-Ctx",255,255,0,255,"L","Frontoparietal",7,415,"L_TE1p_ROI",-0.173266316505739,-1.49799497150854,0.13522598318471,0.284728023245226,NA,16.0340103284762,5.75024296488775,15.4081432908163,5.65547733840746
134,134,"Default-68_L-Ctx",255,0,0,255,"L","Default",9,573,"L_TE2a_ROI",0.48160018937571,3.76071471552684,0.000205071863679013,0.00319917330776862,0.48160018937571,8.13978992271326,3.77731917123745,10.3178792180059,4.65880954839436
135,135,"Ventral-Multimodal-04_L-Ctx",255,157,0,255,"L","Ventral-Multimodal",11,689,"L_TF_ROI",0.0529891850672214,0.489250412590488,0.625035534290978,0.764523873289476,NA,7.88238428739754,3.47946002101946,8.71894175769573,3.91456352383745
136,136,"Dorsal-Attention-20_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,323,"L_TE2p_ROI",0.0334832327916448,0.29858792777891,0.765469054326211,0.84977784064833,NA,11.8973875334193,5.26817474672249,12.6624908910403,5.227533098228
137,137,"Dorsal-Attention-21_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,324,"L_PHT_ROI",-0.34228001882087,-2.9473240445941,0.00346669213561137,0.02326247619971,-0.34228001882087,18.7016264384328,5.81752960496854,17.2894214800978,5.85917415913076
138,138,"Visual2-45_L-Ctx",100,0,255,255,"L","Visual2",2,87,"L_PH_ROI",0.0141387835508298,0.114652179818004,0.908800433212445,0.940657544379669,NA,17.5645090723472,5.97558613162397,17.9220790766837,6.43456845877794
139,139,"Language-22_L-Ctx",0,155,155,255,"L","Language",6,374,"L_TPOJ1_ROI",-0.079209772335783,-0.659414911187946,0.510154473942603,0.663570493280415,NA,17.3759839457487,6.92905414218077,17.0464419798602,7.00076635379823
140,140,"Posterior-Multimodal-06_L-Ctx",177,89,40,255,"L","Posterior-Multimodal",10,653,"L_TPOJ2_ROI",-0.0290846217124293,-0.251668499123115,0.801476174730345,0.865750614667991,NA,16.6514700046665,6.74021708140496,16.8930329257968,6.56718316727704
141,141,"Posterior-Multimodal-07_L-Ctx",177,89,40,255,"L","Posterior-Multimodal",10,654,"L_TPOJ3_ROI",-0.116803199263379,-0.945495267537624,0.345195909157711,0.529773061327075,NA,20.104015109323,8.31055087178236,19.7495774241812,9.06717427056636
142,142,"Visual1-06_L-Ctx",0,0,255,255,"L","Visual1",1,3,"L_DVT_ROI",0.0532170123700362,0.506902787536916,0.612609569601527,0.754465987948364,NA,19.281229179654,7.89613156340698,19.7231034265891,6.52851260927958
143,143,"Dorsal-Attention-22_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,325,"L_PGp_ROI",-0.106658687375416,-0.870668635149244,0.384657744277029,0.562592979070685,NA,21.5671251496003,8.0029737903705,21.0745637910052,8.62420126534214
144,144,"Frontoparietal-46_L-Ctx",255,255,0,255,"L","Frontoparietal",7,416,"L_IP2_ROI",-0.540495490459867,-4.84879706827566,2.03196586813017e-06,0.000145895149331747,-0.540495490459867,21.968829109617,7.00881567400871,18.3403123087967,6.22567691990104
145,145,"Frontoparietal-47_L-Ctx",255,255,0,255,"L","Frontoparietal",7,417,"L_IP1_ROI",-0.452335611321929,-3.77275412401094,0.000195865514279117,0.00319917330776862,-0.452335611321929,24.6301719963783,7.19708870037399,21.4972331501012,7.09286934884002
146,146,"Dorsal-Attention-23_L-Ctx",0,255,0,255,"L","Dorsal-Attention",5,326,"L_IP0_ROI",-0.168866378841096,-1.33865349684817,0.181735591370301,0.344290645392814,NA,23.1164618906011,7.63273474302334,22.1287303916643,8.48274320374307
147,147,"Cingulo-Opercular-50_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,240,"L_PFop_ROI",-0.142566927966528,-1.4024599371272,0.161851213161849,0.317551222546631,NA,20.5328864884181,7.27593510057645,19.697733116925,5.87845923506893
148,148,"Cingulo-Opercular-51_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,241,"L_PF_ROI",-0.453239631103232,-4.43270336024753,1.32301193279961e-05,0.000678516119821513,-0.453239631103232,19.5515833270509,6.49642270718105,16.9275896910836,5.04906820731249
149,149,"Frontoparietal-48_L-Ctx",255,255,0,255,"L","Frontoparietal",7,418,"L_PFm_ROI",-0.477729337620757,-3.92604394247524,0.00010802618681285,0.00233929266061822,-0.477729337620757,19.6687185558909,5.30779918133941,17.2699731163789,5.81824509257362
150,150,"Default-69_L-Ctx",255,0,0,255,"L","Default",9,574,"L_PGi_ROI",-0.574727902447968,-5.3454114562822,1.83375970286454e-07,3.29159866664185e-05,-0.574727902447968,22.4749786169285,7.36531329806754,18.5331354119585,6.08919398438525
151,151,"Default-70_L-Ctx",255,0,0,255,"L","Default",9,575,"L_PGs_ROI",-0.591844376091116,-5.00494510268515,9.72630473159736e-07,9.14147612274437e-05,-0.591844376091116,28.8495921867102,7.26681052604665,24.7605514618698,7.15851528803301
152,152,"Visual2-46_L-Ctx",100,0,255,255,"L","Visual2",2,88,"L_V6A_ROI",0.237376239748312,1.90926140780014,0.0572185468470345,0.16304736890703,NA,23.0363670607943,9.04397800272477,25.480824955572,10.5892965797739
153,153,"Visual2-47_L-Ctx",100,0,255,255,"L","Visual2",2,89,"L_VMV1_ROI",0.0966009555388255,0.86059870185906,0.390172492327539,0.565947170689239,NA,17.5015553501181,7.60989088291207,18.6181308902381,7.22743688107208
154,154,"Visual2-48_L-Ctx",100,0,255,255,"L","Visual2",2,90,"L_VMV3_ROI",0.185113915569197,1.57331713286947,0.116739492113981,0.259501409714669,NA,18.2781940388415,6.64802137293631,19.618766099093,6.7189780154817
155,155,"Default-71_L-Ctx",255,0,0,255,"L","Default",9,576,"L_PHA2_ROI",-0.0610297149494855,-0.53088267063921,0.595907817862829,0.744107501261758,NA,18.5385755350187,5.96327012986238,18.658747897331,5.85995501624303
156,156,"Visual2-49_L-Ctx",100,0,255,255,"L","Visual2",2,91,"L_V4t_ROI",-0.0103150836733824,-0.0875310233986232,0.930310045509154,0.958011027794432,NA,22.0413067664163,9.29765304415917,22.5955750067578,9.56034559655291
157,157,"Visual2-50_L-Ctx",100,0,255,255,"L","Visual2",2,92,"L_FST_ROI",-0.0445911707605157,-0.375489881676991,0.707571615763325,0.812690959072087,NA,20.1381475356181,7.1620158810871,20.259027850067,7.25545366135647
158,158,"Visual2-51_L-Ctx",100,0,255,255,"L","Visual2",2,93,"L_V3CD_ROI",0.394589215271322,2.99961854359307,0.00293859384051835,0.0207825906892636,0.394589215271322,23.7084267418119,8.82341960493501,27.1221186446408,10.7168197274987
159,159,"Visual2-52_L-Ctx",100,0,255,255,"L","Visual2",2,94,"L_LO3_ROI",0.179269945768208,1.54639379570857,0.123103806353915,0.265431029916248,NA,20.4726887973384,8.81684326222073,22.5023359571637,8.94717577898781
160,160,"Visual2-53_L-Ctx",100,0,255,255,"L","Visual2",2,95,"L_VMV2_ROI",0.101441881141364,0.873374406062157,0.38318414915076,0.562592979070685,NA,18.9150146633113,7.10399733480202,19.8724446180069,7.21692258856772
161,161,"Default-72_L-Ctx",255,0,0,255,"L","Default",9,577,"L_31pd_ROI",-0.414772481670816,-3.73414189216933,0.000226857978330593,0.00339341725919513,-0.414772481670816,27.6422708379549,7.96664749931031,24.4047388832098,6.97785909795373
162,162,"Default-73_L-Ctx",255,0,0,255,"L","Default",9,578,"L_31a_ROI",-0.436482768553479,-3.91966964785549,0.000110774304263258,0.00233929266061822,-0.436482768553479,21.7717442814186,6.58890474944886,19.0483182857868,5.58170138844895
163,163,"Visual2-54_L-Ctx",100,0,255,255,"L","Visual2",2,96,"L_VVC_ROI",0.094534941761029,0.853379916863868,0.394155396044128,0.569423690864556,NA,13.1059364896111,4.8248923001525,13.7928237265834,4.50849338962835
164,164,"Default-74_L-Ctx",255,0,0,255,"L","Default",9,579,"L_25_ROI",0.240639516241247,1.87292059344122,0.0620887535419117,0.17413955094958,NA,18.4676535762131,8.83747198306513,22.072822410767,12.0731755528185
165,165,"Default-75_L-Ctx",255,0,0,255,"L","Default",9,580,"L_s32_ROI",-0.0673987692386504,-0.572811186904499,0.567217922888572,0.716341013875824,NA,24.6257487687025,10.4080609096012,25.3536662438458,11.6074462109517
166,166,"Orbito-Affective-06_L-Ctx",65,125,0,168,"L","Orbito-Affective",12,698,"L_pOFC_ROI",0.0776870615464384,0.632426832549848,0.527608030960287,0.680112327162453,NA,13.0987070919064,6.54682651975419,14.7050092686197,8.47491956208706
167,167,"Cingulo-Opercular-52_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,242,"L_PoI1_ROI",-0.175705992315004,-1.63662600533768,0.102797103542267,0.237276779229702,NA,12.4521339169559,4.05385482552931,11.9774061700434,3.44311872169348
168,168,"Somatomotor-39_L-Ctx",0,255,255,255,"L","Somatomotor",3,171,"L_Ig_ROI",0.0448453234246292,0.397499741254208,0.691292407517637,0.806101013823846,NA,15.4578409291465,5.70624357080142,16.0658995762027,5.83983903207268
169,169,"Cingulo-Opercular-53_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,243,"L_FOP5_ROI",-0.140355689387326,-1.29066287712598,0.197852178372286,0.363741514831182,NA,16.8508131682257,5.03058611017122,16.519855860862,4.62969519029998
170,170,"Frontoparietal-49_L-Ctx",255,255,0,255,"L","Frontoparietal",7,419,"L_p10p_ROI",0.17926829766271,1.00802672119967,0.314284862228192,0.4992401130085,NA,18.766758221134,8.16613294650955,21.2403889743444,14.9202962106623
171,171,"Frontoparietal-50_L-Ctx",255,255,0,255,"L","Frontoparietal",7,420,"L_p47r_ROI",-0.302202086421942,-2.30038640038471,0.0221385631690096,0.0859215586775615,NA,22.8779503245989,8.56944351752008,21.1122645473988,10.4030308632876
172,172,"Language-23_L-Ctx",0,155,155,255,"L","Language",6,375,"L_TGv_ROI",0.461847409386385,3.15391470091594,0.00178062776999743,0.0161834270741538,0.461847409386385,12.1619904040083,5.99364638795092,15.9557685560623,9.34504840789366
173,173,"Auditory-13_L-Ctx",250,62,251,255,"L","Auditory",8,502,"L_MBelt_ROI",0.0178218641866092,0.160103640562838,0.872911278586546,0.92033817624837,NA,14.7863185574452,4.65282043055688,15.1527279211001,4.47173234892952
174,174,"Auditory-14_L-Ctx",250,62,251,255,"L","Auditory",8,503,"L_LBelt_ROI",-0.0421922155767253,-0.382824565463556,0.702131256555185,0.810427820360043,NA,16.7324897441782,6.42215840641126,16.7237104450937,5.77232358950486
175,175,"Auditory-15_L-Ctx",250,62,251,255,"L","Auditory",8,504,"L_A4_ROI",-0.0231697206971081,-0.214363862233433,0.830414492663014,0.887214587709219,NA,13.6562637579579,5.62796099739053,13.940683523377,4.99491489576094
176,176,"Default-76_L-Ctx",255,0,0,255,"L","Default",9,581,"L_STSva_ROI",-0.00417967076716591,-0.0371300167083414,0.970406972715403,0.982725255866938,NA,16.182859248519,5.87085905978338,16.2951436480791,5.42958495790631
177,177,"Default-77_L-Ctx",255,0,0,255,"L","Default",9,582,"L_TE1m_ROI",0.255764242846098,1.98863917301654,0.0476839531327235,0.148856862388241,NA,13.9194208808478,5.77354151377581,16.0671248501903,7.57134728050442
178,178,"Cingulo-Opercular-54_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,244,"L_PI_ROI",-0.0017467068086674,-0.0155757703166943,0.987583583034187,0.991145044984161,NA,15.3623032114319,5.50337571374634,15.7380388551916,5.43531395078702
179,179,"Cingulo-Opercular-55_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,245,"L_a32pr_ROI",-0.24927774395375,-2.36183962254906,0.0188476327082689,0.0777735648536612,NA,14.4341613905594,5.02373581251958,13.570638157393,4.2535310146226
180,180,"Cingulo-Opercular-56_L-Ctx",153,0,153,255,"L","Cingulo-Opercular",4,246,"L_p24_ROI",-0.114172742789487,-0.914627332446568,0.361149773522212,0.541347677221186,NA,15.7305002946777,4.66437713617121,15.6551311161384,5.41919101385165
181,181,"Visual1-01_R-Ctx",0,0,255,255,"R","Visual1",1,4,"R_V1_ROI",-0.157738152140625,-1.41877828962085,0.157041196491401,0.311926576157814,NA,19.9178933686408,8.99511853169438,18.7352936064496,7.88938731355883
182,182,"Visual2-01_R-Ctx",100,0,255,255,"R","Visual2",2,97,"R_MST_ROI",-0.0328194702991121,-0.281732707354289,0.778350103085592,0.853214311473977,NA,19.6809742667797,8.27490983363361,19.8037231975512,7.83651909550214
183,183,"Visual2-02_R-Ctx",100,0,255,255,"R","Visual2",2,98,"R_V6_ROI",0.0729890007592096,0.637366032635152,0.524391050533218,0.677181248710163,NA,20.3536628648513,8.86915331531762,21.3914383082409,8.37034557989338
184,184,"Visual2-03_R-Ctx",100,0,255,255,"R","Visual2",2,99,"R_V2_ROI",0.015761019882397,0.131972066733343,0.895098217161765,0.936852069857357,NA,15.4872646360272,6.31530017290657,15.7127315855877,6.43531385247203
185,185,"Visual2-04_R-Ctx",100,0,255,255,"R","Visual2",2,100,"R_V3_ROI",0.178442876701506,1.44445425047025,0.149694517733747,0.302864148531292,NA,16.9055406520048,6.30206460560277,18.1374808822035,6.83340343794991
186,186,"Visual2-05_R-Ctx",100,0,255,255,"R","Visual2",2,101,"R_V4_ROI",0.369300813416396,2.95917579906964,0.0033399167322317,0.0226232095636072,0.369300813416396,18.5963414130294,7.06530766835211,21.1203680811684,7.53828401481506
187,187,"Visual2-06_R-Ctx",100,0,255,255,"R","Visual2",2,102,"R_V8_ROI",0.139080420512927,1.26156306300867,0.20812335477295,0.378310300574629,NA,21.3267784683299,9.43683035895413,23.0812535315238,8.40579705217606
188,188,"Somatomotor-01_R-Ctx",0,255,255,255,"R","Somatomotor",3,172,"R_4_ROI",-0.171078657935747,-1.47385566621737,0.141608852629657,0.293433503828052,NA,11.7668991605468,4.45649455802156,11.3672535109872,4.24964627472951
189,189,"Somatomotor-02_R-Ctx",0,255,255,255,"R","Somatomotor",3,173,"R_3b_ROI",0.117484218585711,0.920136002439555,0.358269084120664,0.539281346747667,NA,14.1246416051664,5.42116082635774,15.2960936996696,6.35553941627711
190,190,"Cingulo-Opercular-01_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,247,"R_FEF_ROI",-0.143642306814868,-1.18161683618569,0.238329165328121,0.416351193930878,NA,15.6733972548782,4.76351517150009,15.1779440516465,5.01874431938915
191,191,"Cingulo-Opercular-02_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,248,"R_PEF_ROI",-0.176964185322705,-1.54105272543765,0.12439815854137,0.266620530843892,NA,21.0473046606347,6.91709356825251,20.0205633095416,6.46789276255156
192,192,"Language-01_R-Ctx",0,155,155,255,"R","Language",6,376,"R_55b_ROI",-0.210494954131405,-1.95071437597106,0.0520573634603062,0.156389903617154,NA,16.2115854616188,5.51120537385262,15.4617312542197,4.88110980276563
193,193,"Visual2-07_R-Ctx",100,0,255,255,"R","Visual2",2,103,"R_V3A_ROI",-0.0962345912398826,-0.854326932355317,0.393631483134508,0.569423690864556,NA,25.3517773768004,10.0271339940505,24.9269770250741,10.4216755526951
194,194,"Frontoparietal-01_R-Ctx",255,255,0,255,"R","Frontoparietal",7,421,"R_RSC_ROI",-0.350139968790361,-3.2170910448337,0.00144212321530754,0.0141841708026139,-0.350139968790361,19.7169815044873,5.77222553954189,17.6256348516427,4.96315736963134
195,195,"Frontoparietal-02_R-Ctx",255,255,0,255,"R","Frontoparietal",7,422,"R_POS2_ROI",-0.441065188388439,-3.99101261214813,8.34689354018634e-05,0.00207393737779562,-0.441065188388439,27.6798565376456,8.55546159918396,24.2060351281465,7.62493714087109
196,196,"Visual2-08_R-Ctx",100,0,255,255,"R","Visual2",2,104,"R_V7_ROI",0.0878448895022522,0.759311148113271,0.448285335248196,0.618978597515779,NA,24.8952255210059,10.2370384072816,25.8801822903764,9.9559015208127
197,197,"Visual2-09_R-Ctx",100,0,255,255,"R","Visual2",2,105,"R_IPS1_ROI",0.0400933982863335,0.350830079983448,0.725971426115787,0.824758677137872,NA,21.8826592349228,8.42269926464878,22.2600713974704,8.12872538448004
198,198,"Visual2-10_R-Ctx",100,0,255,255,"R","Visual2",2,106,"R_FFC_ROI",0.222508873449885,1.86246522441747,0.0635521720778474,0.176862246325172,NA,14.1176476436987,6.15962620159189,15.6909127047031,6.18658712682404
199,199,"Visual2-11_R-Ctx",100,0,255,255,"R","Visual2",2,107,"R_V3B_ROI",0.0791086344917287,0.676444227784816,0.499299655373929,0.653808319812442,NA,24.30653091321,8.7459948139304,25.0831140036905,8.81837443598937
200,200,"Visual2-12_R-Ctx",100,0,255,255,"R","Visual2",2,108,"R_LO1_ROI",0.217019364874165,1.91987486998454,0.0558579581271022,0.161841505394382,NA,25.4580822461926,10.9631695177342,27.9735341025592,9.85687998921865
201,201,"Visual2-13_R-Ctx",100,0,255,255,"R","Visual2",2,109,"R_LO2_ROI",0.0946540578093425,0.743349138629006,0.457874191597742,0.628592102422904,NA,24.2723684811205,11.6593154009988,25.9086576077471,13.068243517386
202,202,"Visual2-14_R-Ctx",100,0,255,255,"R","Visual2",2,110,"R_PIT_ROI",0.116056380549057,1.01094268529375,0.31288950469131,0.498125641614991,NA,22.5748445582384,10.6685076800441,24.6337965959196,10.4692300774649
203,203,"Visual2-15_R-Ctx",100,0,255,255,"R","Visual2",2,111,"R_MT_ROI",0.109903194015226,0.940932583301774,0.347525225466647,0.529773061327075,NA,20.0021629284527,9.76273097032984,21.4915557011686,9.53696605739853
204,204,"Auditory-01_R-Ctx",250,62,251,255,"R","Auditory",8,505,"R_A1_ROI",0.0776366314671228,0.718698174118951,0.472907573215237,0.640070001087031,NA,16.7355939459429,6.66282111246562,17.744159603173,5.78795944030135
205,205,"Cingulo-Opercular-03_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,249,"R_PSL_ROI",-0.284927030577166,-2.53750170247731,0.0116902896173912,0.0531242275018158,NA,20.9206861826713,7.07040943414534,19.3019517065823,6.26547948734923
206,206,"Language-02_R-Ctx",0,155,155,255,"R","Language",6,377,"R_SFL_ROI",-0.147247422060046,-1.34150293115664,0.18081040450794,0.343444101684394,NA,14.925830480807,4.56265118897459,14.8075745761027,4.46123769250299
207,207,"Posterior-Multimodal-01_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,655,"R_PCV_ROI",-0.136489671286989,-1.22206424035645,0.222679140057811,0.396733554743196,NA,18.9856056196113,6.65487804747505,18.4505493951198,6.12638422954585
208,208,"Posterior-Multimodal-02_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,656,"R_STV_ROI",-0.231601930108305,-1.93822804206204,0.0535691207241745,0.158936482148584,NA,20.5783291422359,7.33513801279378,19.3007600715754,7.4476802639019
209,209,"Frontoparietal-03_R-Ctx",255,255,0,255,"R","Frontoparietal",7,423,"R_7Pm_ROI",-0.183693107763101,-1.48484778517855,0.138674057435659,0.290285636264732,NA,25.6395182331918,7.72489133470417,24.5865693541412,8.67570425351819
210,210,"Default-01_R-Ctx",255,0,0,255,"R","Default",9,583,"R_7m_ROI",-0.212143368297411,-1.73328717693849,0.0841112462771412,0.206747681747667,NA,29.0090309974176,7.83668282755929,27.3781230227522,8.09815853732023
211,211,"Default-02_R-Ctx",255,0,0,255,"R","Default",9,584,"R_POS1_ROI",-0.215165815867859,-1.99092711247487,0.0474303509485921,0.148711755375935,NA,26.7298044841084,9.00283881218401,24.7308583367153,7.44149298514062
212,212,"Default-03_R-Ctx",255,0,0,255,"R","Default",9,585,"R_23d_ROI",-0.211089869919894,-1.83124161784279,0.068093866243552,0.183802240461918,NA,18.7295465131808,5.13353069124067,17.8907378436816,4.76986821881037
213,213,"Default-04_R-Ctx",255,0,0,255,"R","Default",9,586,"R_v23ab_ROI",-0.153157077897573,-1.44675559312408,0.149049122933763,0.302864148531292,NA,32.8679964285475,10.1272293832105,31.0691299757507,7.95455242443899
214,214,"Default-05_R-Ctx",255,0,0,255,"R","Default",9,587,"R_d23ab_ROI",-0.151655625158432,-1.35515593683685,0.176426125306945,0.339608466408543,NA,25.0084247512504,7.34267416161074,23.8093328667126,6.42519246394825
