"INDEX","KEYVALUE","LABEL","RED","GREEN","BLUE","ALPHA","HEMISPHERE","NETWORK","NETWORKKEY","NETWORKSORTEDORDER","GLASSERLABELNAME","rsfa_diff_beta","rsfa_diff_t","rsfa_diff_para_p","rsfa_diff_para_q","rsfa_diff_beta_parasig","parcel_hc_mean","parcel_hc_sd","parcel_pt_mean","parcel_pt_sd"
215,215,"Default-06_R-Ctx",255,0,0,255,"R","Default",9,588,"R_31pv_ROI",-0.182302724230369,-1.60218208577772,0.110207753101649,0.248053814191171,NA,27.8263846470742,7.68563255879263,26.2121637520908,7.0477016330187
216,216,"Somatomotor-03_R-Ctx",0,255,255,255,"R","Somatomotor",3,174,"R_5m_ROI",0.0924659813058887,0.711799749255862,0.477162965818909,0.642782381722283,NA,15.6620506971916,6.19269198062443,16.8694202212795,7.4497426873791
217,217,"Cingulo-Opercular-04_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,274,"R_5mv_ROI",0.0367428927907645,0.330198764524593,0.74148901280737,0.833159798428312,NA,14.4155725742963,5.12444793208488,14.7046784469111,4.67798515154843
218,218,"Cingulo-Opercular-05_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,275,"R_23c_ROI",-0.460706362107174,-3.81715978688799,0.000165174068564656,0.00296487453073558,-0.460706362107174,15.3364867542497,4.2932886826039,13.442021864852,4.387402981708
219,219,"Somatomotor-04_R-Ctx",0,255,255,255,"R","Somatomotor",3,175,"R_5L_ROI",0.088701014601413,0.780055976876533,0.435996314217467,0.607855055549788,NA,16.0317847001325,6.48800893831482,17.1585388573284,6.47293846561262
220,220,"Somatomotor-05_R-Ctx",0,255,255,255,"R","Somatomotor",3,176,"R_24dd_ROI",0.0456776566812431,0.406603705657871,0.684600018711077,0.805807890876316,NA,11.480517930045,4.35945800348188,12.0141313171084,4.07531618733337
221,221,"Somatomotor-06_R-Ctx",0,255,255,255,"R","Somatomotor",3,177,"R_24dv_ROI",0.216401378370085,1.91953828309814,0.0559006871000095,0.161841505394382,NA,13.3934350156803,4.81245033582999,14.6851247397178,4.54239317991148
222,222,"Somatomotor-07_R-Ctx",0,255,255,255,"R","Somatomotor",3,178,"R_7AL_ROI",0.0425487535196568,0.365476804653639,0.715022866134318,0.81727099726493,NA,20.0712604819181,6.7933881077939,20.7159302223898,6.89094830264736
223,223,"Cingulo-Opercular-06_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,250,"R_SCEF_ROI",-0.192697817417042,-1.6317781872159,0.10381536676785,0.237802728296395,NA,14.4572237318479,4.15466035913698,13.8379550790123,4.23431339862276
224,224,"Cingulo-Opercular-07_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,251,"R_6ma_ROI",-0.257467688922249,-2.1530431105088,0.0321426808440307,0.110423181081407,NA,13.4751813660722,3.72814894856339,12.8783715646553,4.04389240481567
225,225,"Cingulo-Opercular-08_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,252,"R_7Am_ROI",-0.0566159700404161,-0.48744755026298,0.626310747584511,0.764780810825984,NA,22.7414220877606,7.37153641481792,22.3979789031413,7.59890969673095
226,226,"Dorsal-Attention-01_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,327,"R_7PL_ROI",-0.393062637480704,-3.42731567591555,0.000698131998320268,0.00879401359287635,-0.393062637480704,31.2153568966928,10.1696851222088,27.8893129491061,10.2642490460159
227,227,"Somatomotor-08_R-Ctx",0,255,255,255,"R","Somatomotor",3,179,"R_7PC_ROI",-0.0948030765452916,-0.828132025623321,0.40827908357843,0.582409401903656,NA,18.1560340099652,7.16872904409128,17.8822666672047,6.9234133571235
228,228,"Visual2-16_R-Ctx",100,0,255,255,"R","Visual2",2,112,"R_LIPv_ROI",-0.0189638949514657,-0.162234248096143,0.871234761448326,0.919921409882203,NA,21.9938594235379,7.89609314694192,21.886249602514,8.1119124470654
229,229,"Visual2-17_R-Ctx",100,0,255,255,"R","Visual2",2,113,"R_VIP_ROI",0.0295443923198166,0.28352390786152,0.776978256777982,0.85301282624861,NA,23.6957904334119,10.1351043682672,24.1510583861331,8.59464338103051
230,230,"Dorsal-Attention-02_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,328,"R_MIP_ROI",-0.127998043551048,-1.14609638185048,0.252703358390833,0.429955003138905,NA,24.6584718128987,8.95832235983704,23.8352091538665,7.86948166927468
231,231,"Somatomotor-09_R-Ctx",0,255,255,255,"R","Somatomotor",3,180,"R_1_ROI",-0.0665203465153757,-0.516583937878751,0.605841694093239,0.749687308215356,NA,13.4043163986755,5.07909486189223,13.6054114488817,5.99050906240839
232,232,"Somatomotor-10_R-Ctx",0,255,255,255,"R","Somatomotor",3,181,"R_2_ROI",0.0502210684407159,0.391262900990114,0.695891226361138,0.807188853840544,NA,13.6514093487243,5.31810811782848,14.3947055709585,6.09822676535742
233,233,"Somatomotor-11_R-Ctx",0,255,255,255,"R","Somatomotor",3,182,"R_3a_ROI",-0.109457027327399,-0.905223921586311,0.366100798451518,0.546487262553409,NA,14.1502996722954,5.19196004816216,14.0523841192767,5.56386813775014
234,234,"Somatomotor-12_R-Ctx",0,255,255,255,"R","Somatomotor",3,183,"R_6d_ROI",0.0639032060265533,0.572120214532215,0.567685288155075,0.716341013875824,NA,14.0577604925194,6.96047577716063,15.294465534745,6.76939159787281
235,235,"Somatomotor-13_R-Ctx",0,255,255,255,"R","Somatomotor",3,184,"R_6mp_ROI",0.212391936083002,1.80359629154585,0.0723359358923391,0.189551832009852,NA,12.502125361764,4.40118930056358,13.7278097745496,4.6353510194128
236,236,"Somatomotor-14_R-Ctx",0,255,255,255,"R","Somatomotor",3,185,"R_6v_ROI",0.00179306075884961,0.0145713687547419,0.988384195276684,0.991145044984161,NA,16.6750075082578,6.04229746790332,17.2553598910511,6.84650040811898
237,237,"Cingulo-Opercular-09_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,253,"R_p24pr_ROI",0.165240194686362,1.2986936595437,0.19508435567244,0.361006616940237,NA,13.1319736625909,4.21319318561109,14.1482172119779,4.91413710516427
238,238,"Frontoparietal-04_R-Ctx",255,255,0,255,"R","Frontoparietal",7,424,"R_33pr_ROI",0.0338909179859633,0.295120209992318,0.768113953455106,0.84977784064833,NA,14.2887323621476,4.90404092231232,14.9981420606855,5.252470260315
239,239,"Cingulo-Opercular-10_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,254,"R_a24pr_ROI",-0.0380754512162654,-0.331264841081965,0.740684518934544,0.833159798428312,NA,16.3695678260211,5.04002292777735,16.3000679133573,4.85477707630062
240,240,"Cingulo-Opercular-11_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,255,"R_p32pr_ROI",0.0518167792056644,0.459168439982424,0.646458381450699,0.776182471373916,NA,15.8864478295296,4.78844653640229,16.2350990064192,4.41211901162804
241,241,"Default-07_R-Ctx",255,0,0,255,"R","Default",9,589,"R_a24_ROI",-0.347787412787884,-3.03338527806568,0.00263794175346026,0.0193269610100456,-0.347787412787884,18.9700016215008,6.54693530985367,17.4741750331944,6.76860767799011
242,242,"Frontoparietal-05_R-Ctx",255,255,0,255,"R","Frontoparietal",7,425,"R_d32_ROI",-0.38151519168702,-3.04957515027302,0.0025040544245986,0.01892537975644,-0.38151519168702,14.9025466996633,3.87897905397673,13.7493222550346,4.39721803884123
243,243,"Frontoparietal-06_R-Ctx",255,255,0,255,"R","Frontoparietal",7,426,"R_8BM_ROI",-0.271586193762078,-2.43301261220517,0.0155803358763369,0.067798067631575,NA,14.354676633707,4.54601375161905,13.3908080846332,4.12584844144801
244,244,"Default-08_R-Ctx",255,0,0,255,"R","Default",9,590,"R_p32_ROI",-0.098709421163209,-0.811164915708336,0.417938502866557,0.590228052901937,NA,19.1058118572477,6.64487175130733,19.1849890711185,7.68401003100256
245,245,"Default-09_R-Ctx",255,0,0,255,"R","Default",9,591,"R_10r_ROI",-0.0501113076027234,-0.383971820985192,0.701281679397796,0.810427820360043,NA,26.069046723974,10.268115443564,26.5232545771218,12.9137678842157
246,246,"Default-10_R-Ctx",255,0,0,255,"R","Default",9,592,"R_47m_ROI",-0.128673912603558,-1.03862900525005,0.299845495636243,0.483941410130401,NA,19.0311319913047,6.7254939141162,19.1454062583411,8.30841775816666
247,247,"Default-11_R-Ctx",255,0,0,255,"R","Default",9,593,"R_8Av_ROI",-0.141540318026264,-1.17383383761202,0.24142802054219,0.420741064925466,NA,15.3643640549624,4.32225319130858,15.0965652335328,4.63172587720017
248,248,"Default-12_R-Ctx",255,0,0,255,"R","Default",9,594,"R_8Ad_ROI",-0.131256066081181,-1.17154442148909,0.242344970662645,0.42131643810116,NA,15.9302564952648,4.57203814588124,15.4923858047784,4.14880614309138
249,249,"Default-13_R-Ctx",255,0,0,255,"R","Default",9,595,"R_9m_ROI",-0.116255688339038,-0.942522129741572,0.346712600782873,0.529773061327075,NA,16.2501484391527,5.58761881968968,16.0948910094869,6.2333813778477
250,250,"Default-14_R-Ctx",255,0,0,255,"R","Default",9,596,"R_8BL_ROI",-0.348734170097049,-3.20517590628714,0.00150100830659573,0.0143696528551431,-0.348734170097049,15.0267850598846,4.46696628515845,13.9785913357448,4.33840407183414
251,251,"Default-15_R-Ctx",255,0,0,255,"R","Default",9,597,"R_9p_ROI",-0.191605269889148,-1.62083472232091,0.106143618084815,0.241940056459991,NA,17.0090070685677,5.72817254931261,16.4925637182083,6.11540275291958
252,252,"Default-16_R-Ctx",255,0,0,255,"R","Default",9,598,"R_10d_ROI",0.169131502778694,0.983135201911415,0.326363229051889,0.515008348262102,NA,22.0015127714599,11.4659507373282,25.3038538998708,20.0503359137767
253,253,"Frontoparietal-07_R-Ctx",255,255,0,255,"R","Frontoparietal",7,427,"R_8C_ROI",-0.465541800273393,-4.06387720253589,6.2253865194588e-05,0.00178793100838857,-0.465541800273393,16.3209107382726,4.96904559575855,14.3371018095137,4.81669893054222
254,254,"Frontoparietal-08_R-Ctx",255,255,0,255,"R","Frontoparietal",7,428,"R_44_ROI",-0.239564446403137,-2.15619585088402,0.0318933806045756,0.110200072756654,NA,18.2453377530643,6.01382758358916,17.3392228832199,6.26647562936902
255,255,"Language-03_R-Ctx",0,155,155,255,"R","Language",6,378,"R_45_ROI",-0.180385498661856,-1.58734978460351,0.113526899731669,0.253143832320927,NA,20.5192674418962,8.24812932192503,19.7366087068499,8.59956560315689
256,256,"Default-17_R-Ctx",255,0,0,255,"R","Default",9,599,"R_47l_ROI",-0.0858046463636328,-0.750559859837576,0.453528235894707,0.625015879793473,NA,19.5955705303468,8.36766555474155,19.8440021543974,9.58574429859644
257,257,"Frontoparietal-09_R-Ctx",255,255,0,255,"R","Frontoparietal",7,429,"R_a47r_ROI",0.0603204466513108,0.419330910761871,0.67528582899408,0.798773023422982,NA,20.6468516894739,10.2185629920358,21.7298252851503,14.6509541497281
258,258,"Cingulo-Opercular-12_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,256,"R_6r_ROI",-0.506410417670524,-4.64551820277465,5.1590717832062e-06,0.000308684461695171,-0.506410417670524,20.0009197266586,5.58881835190424,17.4510342087831,4.94887566441482
259,259,"Language-04_R-Ctx",0,155,155,255,"R","Language",6,379,"R_IFJa_ROI",-0.226057871561547,-2.09940426044546,0.0366484310587585,0.120704465597195,NA,18.8779154593545,6.29258479167158,17.9091272705894,5.37743856497703
260,260,"Frontoparietal-10_R-Ctx",255,255,0,255,"R","Frontoparietal",7,430,"R_IFJp_ROI",-0.287688371237815,-2.56898707136046,0.0107016004331209,0.0504795758917843,NA,22.2550602284531,7.12056909316427,20.4707777298145,6.37844299939427
261,261,"Frontoparietal-11_R-Ctx",255,255,0,255,"R","Frontoparietal",7,431,"R_IFSp_ROI",-0.324973675023471,-3.11421059933098,0.00202947285728439,0.0173471608515499,-0.324973675023471,18.8824645018214,6.16580103449865,17.4514958439635,5.40865910128332
262,262,"Cingulo-Opercular-13_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,257,"R_IFSa_ROI",-0.273914666671998,-2.24206969354977,0.0257153752072837,0.0956665253825374,NA,19.5189119177682,6.36018897708708,18.2823978342276,6.93156110212364
263,263,"Frontoparietal-12_R-Ctx",255,255,0,255,"R","Frontoparietal",7,432,"R_p9-46v_ROI",-0.3135098307429,-2.79244441246612,0.00558011881764109,0.0318438916312607,-0.3135098307429,18.1129292829047,6.0634383859021,16.6662336641689,5.8764705273939
264,264,"Cingulo-Opercular-14_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,258,"R_46_ROI",-0.296511583408172,-2.55617759874341,0.0110944475740115,0.0517260607671445,NA,15.1367821700211,5.00552677441191,13.9699481789896,4.90466885191536
265,265,"Frontoparietal-13_R-Ctx",255,255,0,255,"R","Frontoparietal",7,433,"R_a9-46v_ROI",-0.131657941095871,-0.968723142043823,0.333493345815495,0.521321654469711,NA,21.5388254687381,9.37390438027789,20.9117752743087,11.8418426858155
266,266,"Cingulo-Opercular-15_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,259,"R_9-46d_ROI",-0.113891173494565,-0.824038907014458,0.41059699124458,0.582625770184997,NA,15.3269090071911,4.9346195914703,15.2129859295429,6.5803648986171
267,267,"Default-18_R-Ctx",255,0,0,255,"R","Default",9,600,"R_9a_ROI",0.096864443382401,0.65554812198658,0.512636414971989,0.664391599187523,NA,17.9151465535129,8.1172836376678,19.2408513445644,11.6347858772587
268,268,"Default-19_R-Ctx",255,0,0,255,"R","Default",9,601,"R_10v_ROI",-0.135094241285832,-1.16838158710314,0.243615786044814,0.42190600559107,NA,22.4817130336905,10.8367603192333,22.289908280093,12.2484924584401
269,269,"Frontoparietal-14_R-Ctx",255,255,0,255,"R","Frontoparietal",7,434,"R_a10p_ROI",0.107745373272,0.762400704667138,0.446442677258029,0.61891011801734,NA,25.2713058878385,14.7630879476028,28.1218232587158,21.4531527730107
270,270,"Default-20_R-Ctx",255,0,0,255,"R","Default",9,602,"R_10pp_ROI",0.0562159792746448,0.470059594719472,0.638666950334154,0.771991364208624,NA,19.2191488889816,13.397354676462,21.6988165105792,16.2543064349344
271,271,"Frontoparietal-15_R-Ctx",255,255,0,255,"R","Frontoparietal",7,435,"R_11l_ROI",-0.0783344765989339,-0.613036714588189,0.540334190255293,0.690320193244306,NA,19.1151042090319,8.45410504553778,19.7383103855652,11.6315860177117
272,272,"Frontoparietal-16_R-Ctx",255,255,0,255,"R","Frontoparietal",7,436,"R_13l_ROI",-0.302920771391909,-2.84097397414367,0.00481736745511769,0.0297384285203158,-0.302920771391909,19.4557461985549,7.30122299420986,18.4955773697194,7.60217620164627
273,273,"Frontoparietal-17_R-Ctx",255,255,0,255,"R","Frontoparietal",7,437,"R_OFC_ROI",-0.0411656707908033,-0.410815233819267,0.681512455913822,0.804569263551623,NA,11.0072467310767,6.55096236965219,11.9264980977155,6.98222079916401
274,274,"Default-21_R-Ctx",255,0,0,255,"R","Default",9,603,"R_47s_ROI",-0.0460550516733045,-0.39948490456873,0.689831009205703,0.806101013823846,NA,15.0674241951474,5.50994585731969,15.6439663530297,6.16475607944703
275,275,"Dorsal-Attention-03_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,329,"R_LIPd_ROI",-0.203109907279647,-1.69756202139381,0.0906669501070003,0.21555371335079,NA,24.2941533239692,8.13829265805413,22.8280134886751,8.29969958721225
276,276,"Dorsal-Attention-04_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,330,"R_6a_ROI",-0.169070032298944,-1.49163509347204,0.136885563654561,0.287379633637353,NA,13.7664866340503,4.84601740084199,13.1265722150855,4.4016226662869
277,277,"Frontoparietal-18_R-Ctx",255,255,0,255,"R","Frontoparietal",7,438,"R_i6-8_ROI",-0.307115965154556,-2.68065195392238,0.00776985709290112,0.0398482670907358,-0.307115965154556,17.5378479224792,5.29265886917547,16.2938463846597,5.09753146882195
278,278,"Frontoparietal-19_R-Ctx",255,255,0,255,"R","Frontoparietal",7,439,"R_s6-8_ROI",-0.150327333503448,-1.23403172707182,0.218193651057026,0.391657603647362,NA,15.0668748269014,4.14949615268399,14.8008301607411,4.44397482088253
279,279,"Cingulo-Opercular-16_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,260,"R_43_ROI",-0.0344454990439669,-0.277817759769607,0.781350899582815,0.85389641689568,NA,18.6213192016815,7.01705402904508,18.7608546988809,8.18758436643263
280,280,"Somatomotor-15_R-Ctx",0,255,255,255,"R","Somatomotor",3,186,"R_OP4_ROI",0.0129504312443511,0.121267268318802,0.90356361650088,0.940277961125221,NA,18.0217444171606,6.00724092342598,18.1728648727167,5.39202079283492
281,281,"Somatomotor-16_R-Ctx",0,255,255,255,"R","Somatomotor",3,187,"R_OP1_ROI",0.156769279591846,1.32769703247943,0.185325960263466,0.346520936117627,NA,17.523365475475,6.10427652585592,19.014965929281,6.67700743026124
282,282,"Somatomotor-17_R-Ctx",0,255,255,255,"R","Somatomotor",3,188,"R_OP2-3_ROI",0.0826734554785228,0.681553295327884,0.496067248786515,0.653808319812442,NA,16.9315044263093,6.06591128850594,17.7335692580182,6.32879816856847
283,283,"Auditory-02_R-Ctx",250,62,251,255,"R","Auditory",8,506,"R_52_ROI",-0.182974879791889,-1.72886666400094,0.0849009039166092,0.206747681747667,NA,17.9832053357926,5.79090858768852,17.3615145145297,4.7792885168518
284,284,"Somatomotor-18_R-Ctx",0,255,255,255,"R","Somatomotor",3,189,"R_RI_ROI",-0.0128803123003357,-0.117521848158003,0.906528165182784,0.940588471967108,NA,14.4866959756863,5.42289471392419,14.7091421175214,4.95249268862367
285,285,"Cingulo-Opercular-17_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,261,"R_PFcm_ROI",-0.185470209985526,-1.64680199609636,0.10068565698696,0.234195700400336,NA,19.2215058103448,5.99763204617273,18.3413903527666,5.5599746265336
286,286,"Cingulo-Opercular-18_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,262,"R_PoI2_ROI",0.0225561974361506,0.198495591739025,0.842796895115881,0.895160015818347,NA,14.3147482155659,4.5074713423793,14.5655927530794,4.49411226793332
287,287,"Auditory-03_R-Ctx",250,62,251,255,"R","Auditory",8,507,"R_TA2_ROI",0.256332670015933,2.32068902922062,0.0209996467565103,0.0828447602811781,NA,14.0029157824633,5.33628139011708,15.8537024507819,5.63873564296031
288,288,"Cingulo-Opercular-19_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,263,"R_FOP4_ROI",-0.246278764757272,-2.05431408905338,0.0408444667735632,0.132007595212204,NA,18.8653225211383,5.11980781164796,17.8895996458842,5.33013417524217
289,289,"Cingulo-Opercular-20_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,264,"R_MI_ROI",-0.361261816578327,-3.169499067119,0.00169090224980572,0.0157786485581222,-0.361261816578327,17.0632510334251,4.76433141681441,15.6086350308118,4.50925695103814
290,290,"Orbito-Affective-01_R-Ctx",65,125,0,168,"R","Orbito-Affective",12,699,"R_Pir_ROI",0.113535795717019,1.02496701123181,0.306235902576063,0.489704628172858,NA,16.9107099812724,6.86542706827453,18.4709551327185,7.00746317388968
291,291,"Frontoparietal-20_R-Ctx",255,255,0,255,"R","Frontoparietal",7,440,"R_AVI_ROI",-0.339211988793002,-3.2334236419149,0.00136488031514698,0.0139997723753648,-0.339211988793002,16.709163374492,5.30025802269688,15.4365187141989,4.75397639375941
292,292,"Orbito-Affective-02_R-Ctx",65,125,0,168,"R","Orbito-Affective",12,700,"R_AAIC_ROI",-0.103611066197762,-0.935295316277594,0.350416976702892,0.531099571506394,NA,16.1957014049161,5.59162574464891,16.4581259738238,5.82427809500885
293,293,"Cingulo-Opercular-21_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,265,"R_FOP1_ROI",-0.0909987925237533,-0.808891846926127,0.419242767381599,0.590228052901937,NA,18.4372466109149,5.79857472896396,18.2923417400069,5.52174881028581
294,294,"Cingulo-Opercular-22_R-Ctx",153,0,153,255,"R","Cingulo-Opercular",4,266,"R_FOP3_ROI",-0.16614115113351,-1.55473174674652,0.121104354427143,0.264294609357717,NA,20.1825597678151,6.92438041820853,19.4521957474642,6.01364388793762
295,295,"Somatomotor-19_R-Ctx",0,255,255,255,"R","Somatomotor",3,190,"R_FOP2_ROI",0.116813605407745,0.946656277412004,0.344604797556139,0.529773061327075,NA,17.5429453713237,6.07523089544773,18.7676922175666,7.18541112759707
296,296,"Dorsal-Attention-05_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,331,"R_PFt_ROI",-0.0816493408851954,-0.699885703413766,0.48456167059116,0.647461519350905,NA,21.0489922411834,7.74336814923771,20.6296957791998,7.57956229050703
297,297,"Dorsal-Attention-06_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,332,"R_AIP_ROI",-0.339874824659825,-2.9108759946788,0.0038846537288991,0.0249126161011983,-0.339874824659825,20.2194368837248,6.57946938726938,18.062048789641,6.29650797706853
298,298,"Default-22_R-Ctx",255,0,0,255,"R","Default",9,604,"R_EC_ROI",0.240778576855954,1.92841009400785,0.0547835353452892,0.159896660072836,NA,13.4171759253904,5.85653627682131,16.0559376758947,8.25880087089555
299,299,"Default-23_R-Ctx",255,0,0,255,"R","Default",9,605,"R_PreS_ROI",-0.0661418353694876,-0.599074859888473,0.549592274566572,0.699658250246097,NA,14.3685281411492,5.34787187392558,14.3599510478811,5.03866997018196
300,300,"Default-24_R-Ctx",255,0,0,255,"R","Default",9,606,"R_H_ROI",0.390256476451887,2.82324161661975,0.00508433211162884,0.0306768945894916,0.390256476451887,9.98404725084507,3.7113150380254,12.0798224506883,5.47210006378588
301,301,"Visual1-02_R-Ctx",0,0,255,255,"R","Visual1",1,5,"R_ProS_ROI",0.0364593505166058,0.340453593148475,0.733762304092986,0.830980022616347,NA,20.8804273460797,10.6937969820083,21.6906889776516,8.64507671551059
302,302,"Ventral-Multimodal-01_R-Ctx",255,157,0,255,"R","Ventral-Multimodal",11,690,"R_PeEc_ROI",0.327115243055082,2.59412837598383,0.00996652272751011,0.0490134473859744,0.327115243055082,9.40923750851383,4.36875615980395,11.7468431635968,6.51236851798192
303,303,"Language-05_R-Ctx",0,155,155,255,"R","Language",6,380,"R_STGa_ROI",0.382210969189562,3.02060916623126,0.00274820741815051,0.0199314436993138,0.382210969189562,14.8573837799425,6.46687764612073,18.2018036309406,8.64627437457024
304,304,"Auditory-04_R-Ctx",250,62,251,255,"R","Auditory",8,508,"R_PBelt_ROI",0.00172308093181385,0.0148286552757058,0.988179110075798,0.991145044984161,NA,17.8831640915582,6.93889602971025,18.1971974565664,6.89063159281782
305,305,"Language-06_R-Ctx",0,155,155,255,"R","Language",6,381,"R_A5_ROI",0.13969523416309,1.08315414892523,0.279642868408072,0.46051279705733,NA,14.888970917147,5.6598813202082,16.0883763120942,6.84494973210888
306,306,"Default-25_R-Ctx",255,0,0,255,"R","Default",9,607,"R_PHA1_ROI",0.0831742642801441,0.675469685772512,0.499917503589179,0.653808319812442,NA,15.6146425674401,5.32489929761115,16.4141435357128,6.02164754864485
307,307,"Dorsal-Attention-07_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,333,"R_PHA3_ROI",0.170542525504708,1.44396021469254,0.149833345478808,0.302864148531292,NA,15.1464724397464,5.34242975836223,16.1967612282237,5.69366448629312
308,308,"Default-26_R-Ctx",255,0,0,255,"R","Default",9,608,"R_STSda_ROI",0.110727269840673,0.873121827815497,0.383321559008139,0.562592979070685,NA,14.0837569550436,5.00676887676606,15.0395511497998,6.23688355738321
309,309,"Language-07_R-Ctx",0,155,155,255,"R","Language",6,382,"R_STSdp_ROI",-0.00876024374766661,-0.0684816254699072,0.945449603094481,0.969761164316911,NA,17.5338052163749,6.11795095910384,17.7963557141793,7.02003474400859
310,310,"Default-27_R-Ctx",255,0,0,255,"R","Default",9,609,"R_STSvp_ROI",-0.252771059166326,-2.17446610660162,0.030481240961724,0.10728201475744,NA,20.6435322204489,5.95308746926295,19.4069411572587,5.71959285071639
311,311,"Default-28_R-Ctx",255,0,0,255,"R","Default",9,610,"R_TGd_ROI",0.349626237732879,2.78206285406978,0.00575687944965853,0.0322924956629283,0.349626237732879,10.4503466286071,4.31963646131012,12.5746394868807,5.96757930206249
312,312,"Default-29_R-Ctx",255,0,0,255,"R","Default",9,611,"R_TE1a_ROI",0.307715283039012,2.23068352946034,0.0264695632171265,0.097462289178958,NA,14.9728488657895,6.62089320307985,17.551422777832,9.39621107299348
313,313,"Frontoparietal-21_R-Ctx",255,255,0,255,"R","Frontoparietal",7,441,"R_TE1p_ROI",-0.152267150491486,-1.47815539796754,0.14045520223651,0.29230966726323,NA,16.5335230443701,6.40881500551152,16.0398286866263,5.10005218212269
314,314,"Default-30_R-Ctx",255,0,0,255,"R","Default",9,612,"R_TE2a_ROI",0.425964685335461,3.77395657157405,0.000194967777770925,0.00319917330776862,0.425964685335461,9.24204259778929,3.98744875455051,11.5796913755909,4.71083228868358
315,315,"Ventral-Multimodal-02_R-Ctx",255,157,0,255,"R","Ventral-Multimodal",11,691,"R_TF_ROI",0.101777674250154,0.848437763191677,0.396896397175339,0.571085397138063,NA,8.3456689676532,3.47491766278105,9.36005867971081,4.48548307826856
316,316,"Dorsal-Attention-08_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,334,"R_TE2p_ROI",0.163583676963844,1.32289903981828,0.186914734586668,0.348583842683709,NA,12.252017534773,5.27094769558586,13.578071529626,6.1591832268767
317,317,"Dorsal-Attention-09_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,335,"R_PHT_ROI",-0.305055671312408,-2.54639788035124,0.0114029930198209,0.0524830063348165,NA,20.2249952731604,6.09522824052852,18.7880513124024,6.16035390107418
318,318,"Visual2-18_R-Ctx",100,0,255,255,"R","Visual2",2,114,"R_PH_ROI",-0.0985093645124242,-0.924941171501148,0.355768180703217,0.536641919632163,NA,19.587045825487,8.11566486444154,18.9623571807644,6.6798997087776
319,319,"Language-08_R-Ctx",0,155,155,255,"R","Language",6,383,"R_TPOJ1_ROI",-0.109631605688656,-0.972519438792065,0.331605463737108,0.519853106906645,NA,17.0983657902436,6.65444096750069,16.5683691551813,6.01899130922245
320,320,"Posterior-Multimodal-03_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,657,"R_TPOJ2_ROI",-0.0326673250879881,-0.272256030563314,0.785619572200022,0.855955770621571,NA,18.233877925438,7.39525225440955,18.3260191087866,7.36876712717738
321,321,"Posterior-Multimodal-04_R-Ctx",177,89,40,255,"R","Posterior-Multimodal",10,658,"R_TPOJ3_ROI",-0.122393978221914,-1.06481962547333,0.287846393707373,0.470782940049871,NA,19.0088333677452,7.5964225397192,18.5203469597683,7.25272764901043
322,322,"Visual1-03_R-Ctx",0,0,255,255,"R","Visual1",1,6,"R_DVT_ROI",0.146080493701436,1.22784800695662,0.220503131323585,0.393833950970981,NA,19.2420367880173,7.7699463795038,20.4817041343029,7.86593606850613
323,323,"Dorsal-Attention-10_R-Ctx",0,255,0,255,"R","Dorsal-Attention",5,336,"R_PGp_ROI",-0.0465351204544976,-0.381384075373922,0.703198512652238,0.810427820360043,NA,21.219875571962,7.3162061963101,21.4455871427677,8.23651694138987
324,324,"Frontoparietal-22_R-Ctx",255,255,0,255,"R","Frontoparietal",7,442,"R_IP2_ROI",-0.61313057077899,-5.7111125991551,2.78616636713286e-08,2.00046745160139e-05,-0.61313057077899,24.6328032477234,7.31837067466918,20.4827038604585,6.04589698740851
325,325,"Frontoparietal-23_R-Ctx",255,255,0,255,"R","Frontoparietal",7,443,"R_IP1_ROI",-0.338601850952418,-3.14911684463411,0.00180912432194667,0.0162368907894713,-0.338601850952418,25.832182454082,8.6643238608943,23.2021931943298,7.01591917163515
