"","CBF","cbv","cmr02","cmruglu","G1.fMRI","intersubjvar","meg_alpha","meg_beta","meg_delta","meg_gamma1","meg_gamma2","meg_theta"
"rh_a47r",5915.6929243608,3215.60079012784,5004.67688210227,6866.4349609375,5.54157049872658,0.616338617151434,0.190491799603809,0.0977411657571793,0.387567183646289,0.0353253874250434,0.0224088847298514,0.266465575044805
"rh_6r",6585.5522584553,4602.27084775514,5574.91242459454,7111.28693013252,-0.935214854069526,0.64310761116728,0.24390036773078,0.109809117226661,0.340244462972955,0.0257119169293702,0.0137088620516507,0.266625270813326
"rh_IFJa",6567.48434132543,4620.0531132139,5557.78441540948,7354.66540948276,0.393649391187676,0.698161123127773,0.220153995115181,0.109081444812232,0.350671957279074,0.0262864189029768,0.0131730933127732,0.280633097064906
"rh_IFJp",6504.31048318614,4637.82608695652,5525.17796790082,7299.3543860394,1.28447626271973,0.711526458678038,0.226185766899067,0.110105266065701,0.342913846606794,0.0253346968118263,0.011968734998094,0.283491690521655
"rh_IFSp",6445.48084852431,4072.36736111111,5491.29376085069,7359.09504123264,2.42862527105543,0.661350904570685,0.213967614703708,0.107460322976112,0.358351418044832,0.0291243044452535,0.0160043461041318,0.275091996457842
"rh_IFSa",6242.94884144176,3832.74819113991,5291.75812322443,7072.16227583452,-0.0693787402812053,0.647287080233747,0.205114714801311,0.103537289764393,0.370395560833541,0.0326413225213235,0.0195019260387529,0.268809185786681
"rh_p9-46v",6271.12855747768,3575.55084325397,5379.6841750372,7321.31910342262,3.41691661685232,0.663306621332017,0.205188554194238,0.107586884664165,0.358632747143034,0.0303132029338962,0.0160663293615457,0.282212279618733
"rh_46",6398.87025669643,3675.01701691863,5430.22682249391,7234.08427607549,0.519290699103436,0.654956788211674,0.195731930724986,0.104001921008934,0.362648625652511,0.0294750746484701,0.0153174197373839,0.292825023849289
"rh_a9-46v",6477.65148207721,3540.6196863511,5577.11835075827,7458.72529871324,3.06041417183245,0.640268236398697,0.188487908419441,0.102546472321538,0.375928244170021,0.0346656560021288,0.0201689360991997,0.278202787041664
"rh_9-46d",6454.92961536754,3571.07580843839,5490.0610739968,7249.65942937678,1.20909924419935,0.663633469153534,0.189007642255588,0.100032274187966,0.371567321433262,0.0302294704385779,0.0165079441979866,0.292655350132422
"rh_9a",5908.94519340701,3402.99676067073,5035.59901391006,6641.41129954268,6.07959361192657,0.61392430706722,0.178653490252611,0.0970984948117559,0.378308613852757,0.0332691681276007,0.019943563313019,0.292726675911648
"rh_10v",6034.59032067587,3257.24419456304,5076.6693541061,6448.01079896439,6.17521206168241,0.610358249309451,0.191485215758168,0.0908718192300131,0.39467989636022,0.0316644700807194,0.0199958554923881,0.271302743013515
"rh_a10p",6069.51589439655,2938.31671773976,5206.42229593211,6812.14185412177,4.266288453135,0.603850171483796,0.182936380135602,0.0956812914589356,0.390481163715494,0.036779777885511,0.0243398888229296,0.269781483658429
"rh_10pp",5413.96287810497,2285.76565317007,4792.26651392228,6160.18428235176,6.04887332671728,0.603969491445101,0.186453279776451,0.0892962738871574,0.400021069324934,0.0344405829524383,0.0231182401856551,0.266670557932976
"rh_11l",5879.66966089709,2673.33497461779,5066.6283674569,6493.01634900323,3.30045975847491,0.613505165124762,0.199313535772521,0.0885588976329771,0.400482803069312,0.0303095262818809,0.0194597812369466,0.261875460373944
"rh_13l",6221.68454159007,3213.92034912109,5252.02082375919,6632.36269244026,1.15425691545448,0.611198192133623,0.223840849802775,0.0856703655684695,0.391032672980252,0.0264257464338751,0.0168412242303876,0.256189132876256
"rh_OFC",6025.8983492564,2118.56345303087,5096.93872364458,6586.76400131777,5.10021970932742,0.604405576924244,0.217509831649711,0.0827569216489792,0.399747897702527,0.0268822131252073,0.0175819692976144,0.255521167114557
"rh_47s",6159.80313387784,5223.41906738281,5121.35872025923,6370.02111816406,4.95114719258113,0.599348885091868,0.232865815474228,0.0876872637732462,0.382431440732696,0.025940753265538,0.0163476834158328,0.254727041856809
"rh_LIPd",6177.16635131836,3953.49496459961,5573.65922546387,7060.11721801758,0.351447229739279,0.631909377872944,0.35850472189486,0.112847746582702,0.265177879482508,0.0180311457952484,0.00713791570160538,0.238300592172891
"rh_6a",6225.92033400229,4137.56545880519,5394.30427985235,7039.99947140195,-2.30071564510875,0.609727727710654,0.242510557721514,0.118130697159592,0.310079368976278,0.024688511129913,0.00921396438647574,0.295376903967026
"rh_i6-8",6264.90159606934,4058.06303405762,5245.70286560059,7162.52268981934,4.13569186627865,0.622805327177048,0.214109832886606,0.110961640719324,0.334837134927511,0.0252745919278823,0.0106871034950018,0.304129689000547
"rh_s6-8",6234.84210205078,4118.04148101807,5214.88046264648,7008.51419067383,4.27335345745087,0.634916160255671,0.202992635779083,0.106653060764074,0.338130736723542,0.0265642239828594,0.0120499129407108,0.313609432429075
"rh_43",6339.38398012908,4896.93392811651,5315.28311820652,6404.31036642323,-3.78192978319914,0.600951615882956,0.278172959776028,0.101442873801874,0.332925962365192,0.0247900696957241,0.0151704689487815,0.247497665493385
"rh_OP4",5953.70099306778,4940.2461246974,5225.4013671875,6072.54623542033,-4.46863516283707,0.591319074093456,0.305168284496791,0.101384810788531,0.315507712078766,0.0211924572383434,0.0121712915494408,0.244575448229279
"rh_OP1",6325.30974469866,5047.86333356585,5210.04610770089,6236.8579624721,-5.08283000332969,0.574119906340327,0.324382756437574,0.100682872214488,0.306555081691061,0.0175865701665836,0.00855991257620709,0.242232808577163
"rh_OP2-3",6096.6823187934,5157.3525390625,4999.23833550347,6039.96190049913,-4.4190229707294,0.58287011914783,0.309821644590961,0.100461290321416,0.312826039062606,0.0206475039530132,0.0109298950992525,0.245313624954886
"rh_52",6287.6916185462,5064.82975968071,5180.02946671196,6241.99118970788,-3.81698007168977,0.622787213843802,0.323078703621159,0.0886508948777033,0.31982398810594,0.0189029890234056,0.010815607626801,0.238727815773176
"rh_RI",6167.08044885706,4854.84116391782,5107.31190321181,6333.42277922454,-4.23554687588303,0.583726081583235,0.325704103818646,0.101320240370653,0.301862283989235,0.0176526440169524,0.00843851698596996,0.245022212189657
"rh_PFcm",6422.2373268821,5031.12734153054,5185.90814763849,6227.91238680753,-4.1563851183111,0.585116059942679,0.3290427909656,0.105840356851166,0.296432054855607,0.0172177488830957,0.00790697052566843,0.243560078807852
"rh_PoI2",6281.99805664062,5434.61590820313,5002.32330078125,5693.4934765625,-3.54131293058395,0.61143745303154,0.284578809142113,0.0908715024590492,0.340099092125893,0.0253696773946285,0.0166671946458519,0.242413717806339
"rh_TA2",5774.28732096354,5594.39223632813,4977.73642578125,5555.96227213542,-3.32341663837433,0.621807972590129,0.287617012858391,0.0896668960650762,0.3487180352211,0.0222713135182858,0.0142570024356246,0.237469738721848
"rh_FOP4",6325.56238064236,4548.58310546875,5128.42338324653,6493.07275390625,-1.75044048782438,0.62967439227634,0.235471429096328,0.0998097151517868,0.358127668831083,0.0258057664665911,0.0147397397499945,0.26604567832417
"rh_MI",6542.9918484158,4974.96759711371,5275.54416232639,6400.35203721788,-1.61787316937827,0.611107226875093,0.252059979157315,0.0963978947450717,0.351663615968492,0.027384378015995,0.017414218849606,0.255079910986953
"rh_Pir",2484.48454309682,3113.51013383709,1912.46768938909,2020.84317767034,-0.792071061544731,0.280319552929675,0.074714261977399,0.026129390250464,0.107951509659408,0.00854661947757494,0.00610221201767687,0.0716379751436046
"rh_AVI",6330.09778413318,4999.89921642485,5204.54166666667,6707.71023995536,1.72422943619036,0.604872760318574,0.225096282859643,0.0976182458301385,0.368372640439442,0.0269555493390986,0.0156605153655012,0.26629677485852
"rh_AAIC",5624.46404474432,4629.32164417614,4466.75753136837,5399.91173946496,1.81008234349164,0.524847626686096,0.210506051778793,0.0809599992000695,0.321142379984711,0.0264219815532366,0.0179657017755689,0.221791774937601
"rh_FOP1",6542.68547712054,5129.40369233631,5321.88037109375,6472.92022414435,-3.17097674097334,0.616214868568239,0.265073202905201,0.0971509729112898,0.347677717606227,0.024646872831952,0.0151462022303825,0.250305021802584
"rh_FOP3",6110.55524088542,4385.96611328125,4924.63583984375,6008.14716796875,-3.12136124769847,0.61269745628039,0.260374471048514,0.0986840551098188,0.34297279715538,0.0253081967433294,0.0149745194551845,0.25768594990174
"rh_FOP2",5860.69886192909,4629.02942833534,4949.60265174279,5845.45289963942,-4.68894663223853,0.59313865349843,0.281287389305922,0.0980505504860328,0.332618113893729,0.0224673218595294,0.0126607582116356,0.252915863234263
"rh_PFt",5846.35476183535,4216.54306349114,5221.79462307603,6189.62986094916,-3.78451034960462,0.608343482017517,0.324824849171425,0.122448929543815,0.278113596919757,0.0207239120587039,0.00921844117649233,0.244670271651069
"rh_AIP",6075.06985085227,4060.15822088068,5420.70747514205,6776.38289683949,-2.23866582370617,0.628661344268105,0.347246769883416,0.11836643747308,0.269256539507346,0.0185895782641389,0.00699057633226568,0.239550098912282
"rh_EC",4910.4555158944,4238.88961476293,3884.98621868265,4373.68095029634,3.14532360665757,0.540203978275431,0.260465081395774,0.0712957775284504,0.294096019761316,0.0201502230403752,0.0138605443503836,0.202201317096579
"rh_PreS",3381.12256994913,2874.84972860647,2711.14512740734,3075.93752838844,-0.239533219919648,0.360068860442139,0.206662372794262,0.0543250904180283,0.196929748668227,0.0139427775906962,0.00927154457759718,0.146775443193524
"rh_H",100.219495738636,73.4931019176136,76.3513583096591,88.3540749289773,0.0263940334320068,0.0106501709331166,0.00559312701225281,0.00151421603831378,0.00613324587995356,0.000417450341311368,0.000286035341295329,0.00423774421215057
"rh_ProS",5625.84948730469,5509.10186767578,4919.69786376953,5728.80668945312,-3.43974641337991,0.563105973601341,0.336899412423372,0.0860378187149763,0.312219754606485,0.019260060088709,0.0115188002353534,0.234064150974154
"rh_PeEc",4835.73614908854,4578.7167195638,3960.68995361328,4428.82639973958,0.0316842949929802,0.58358415166537,0.251346765955289,0.0705514625956615,0.305826542774836,0.0202955173949401,0.0141891346313059,0.20445723682642
"rh_STGa",5066.4131920856,6024.11574388587,4341.49921450408,4918.81339164402,1.07715649838033,0.620013555754786,0.249479256894277,0.0856828605351241,0.376261569883512,0.0268915045358565,0.0188942047483895,0.242790599232135
"rh_PBelt",6354.56763392857,5551.290625,5554.82751116071,6599.87096819196,-3.53623256002154,0.598381544862475,0.323220745154789,0.0912130917821612,0.319231505053384,0.018399854243866,0.0107180758645492,0.23721672466823
"rh_A5",5600.83900894657,4889.23046481225,5057.1523358745,5913.69325699345,-2.47303870897139,0.618361356758302,0.311852388324276,0.0878340144070887,0.331169076504246,0.0205602048025016,0.0133414585593968,0.23524285828875
"rh_PHA1",5750.60313415527,4672.52166748047,4865.10849761963,5333.54919433594,0.151174942264333,0.587235141545534,0.32732733618468,0.0850405800156295,0.318305148743093,0.0208223276422359,0.0136851291172206,0.234819476027042
"rh_PHA3",5162.72002583165,4205.2332015499,4464.88032384073,5187.03695186492,-1.72956428911176,0.59011189399227,0.329387536933345,0.0846804104024364,0.318237696924517,0.0208709592660589,0.013886253259355,0.232937149463161
"rh_STSda",5441.75111161902,4686.54794506316,4666.3341505984,5553.15704995013,1.72697315349224,0.641201631819948,0.276895664156751,0.0850808434980981,0.359929008052704,0.0241172510655002,0.0166660680019475,0.237311166334659
"rh_STSdp",5600.35442620355,4616.51589553421,5103.56485562711,5982.25308804899,0.795402527207861,0.648585038410651,0.333479314237028,0.0855370356223068,0.318982715139518,0.0171564852164404,0.0101879263120527,0.234656520389222
"rh_STSvp",5762.14543350883,4819.43332837976,5212.96394149117,6326.20156462296,5.71429766779361,0.649990942167199,0.333821599898131,0.0836810676947884,0.320318848542545,0.0171890897959795,0.0107550165089576,0.234234372558801
"rh_TGd",4820.6538129534,5503.90672956194,4073.0407496861,4655.08651297433,4.74220760459346,0.603135170148952,0.213410867112023,0.0725926940462419,0.333831688389182,0.0253739094062309,0.0187778182194701,0.211013019351023
"rh_TE1a",4974.63362233232,3621.00256645389,4378.75616901677,5379.09384527439,6.38543768626888,0.625710152998203,0.264183922875218,0.0843815567289911,0.367731129977761,0.0273407382845152,0.0202869724300576,0.236075680430343
"rh_TE1p",5521.94289748733,5495.98447067673,4923.33145718961,6211.00073902027,4.74755083386962,0.6367116006645,0.327629706344089,0.0848568079842103,0.31915952990184,0.020682797968589,0.0142021259242618,0.233469032757991
"rh_TE2a",5315.31868489583,3639.42156454958,4599.98882378472,5709.7721293885,4.96435827863069,0.604330454343631,0.283491476082507,0.0820231932548829,0.356429423079079,0.025281533345948,0.0185998098947752,0.234174565032676
"rh_TF",5017.38634402253,3861.39534315952,4375.62524981831,5172.93334393169,0.0619073804294647,0.591561322988466,0.300388494549796,0.0815916320438995,0.344880059361458,0.0226030224760951,0.0157356880020437,0.234801103729148
"rh_TE2p",5344.19123722957,4836.43301626352,4821.92404409555,5791.30890362079,-1.36752230330155,0.605675218197016,0.331473362560456,0.0819058004193581,0.32070111655272,0.019372063008352,0.0128661786886648,0.233681481618148
"rh_PHT",5542.79182572798,5239.60672829368,4950.65874689276,6103.74291992188,1.36767153871584,0.655255038629879,0.342495839026841,0.0867209505628456,0.305677586658434,0.0189669856124304,0.0122197685890238,0.23391887342388
"rh_PH",5475.75112017463,7422.7375536152,5084.52044079351,6111.70370902267,-3.01012489258074,0.59595953132592,0.362515543021408,0.0829396859980097,0.30041318489056,0.0173575575006943,0.010580521752583,0.226193511018566
"rh_TPOJ1",5795.00217333027,4729.59712488511,5261.26743929994,6322.46139705882,-0.643551164653664,0.653740514142841,0.348724587875254,0.0911330867777852,0.29868145988268,0.0167708569114991,0.00939387794328379,0.235296131641257
"rh_TPOJ2",5843.17606534091,4641.47250976562,5330.6294921875,6338.17349076705,-1.9297203343023,0.692532116716558,0.364090262217955,0.0890615190971981,0.290002483671362,0.0167833072556691,0.0095965992489999,0.230465836416591
"rh_TPOJ3",5797.8626349954,4336.12479176241,5321.14364085478,6323.68480009191,-2.61419913172722,0.665204603882397,0.378925610991085,0.0891859980628771,0.283347758300164,0.0152061422738959,0.00772494981613229,0.225609546636834
"rh_DVT",5957.53886081861,4678.35448157269,5325.6139287534,6678.10247537364,-3.11575098724469,0.598200336746547,0.392177518295205,0.0967909011827863,0.264390040350997,0.0175557929779524,0.00837124329384254,0.220714504628078
"rh_PGp",5407.94482421875,3681.29228797326,4952.09283916767,6111.77209472656,-2.10143905906723,0.636512700181741,0.387590506902108,0.0909674389717671,0.276423632525481,0.0168013409890521,0.00891847688203248,0.219298603442999
"rh_IP2",6337.58693150112,4072.19630650112,5671.31729561942,7092.05985804967,2.91498442739248,0.639271307204451,0.349372802036149,0.11599383489894,0.272113225289754,0.0177730671462736,0.00724197287178997,0.237505094281265
"rh_IP1",6181.66264272837,3924.89018554687,5535.79637920673,7117.31790865385,4.40946418688847,0.63310008415809,0.373821273675332,0.107762120549495,0.263919900472348,0.0173569313322122,0.00756403814571408,0.229575735789079
"rh_IP0",5832.541015625,4180.78415876116,5352.58038504464,6718.82134486607,-1.85287846326828,0.635568937233516,0.399599425281797,0.0949582463928631,0.264109512737819,0.0159268594213894,0.00732046336467777,0.218085492083005
"rh_PFop",5883.4480082194,4818.86310323079,5055.04736328125,6001.51480102539,-3.46247125665347,0.608822820087274,0.302775176241994,0.114779233466834,0.298160559187333,0.0222013709523405,0.0118068055793022,0.250276858607928
"rh_PF",6052.83083147321,4668.50278320312,4997.95376209077,6144.63323102679,-1.86979435682297,0.658973956108093,0.323199475663049,0.117276366622675,0.284369214659645,0.0204331390737068,0.0102235635432104,0.244498235696838
"rh_PFm",6120.46886243318,4297.15773251182,5291.09676963405,6781.17025274979,4.3986556137863,0.636848881056434,0.347065226419976,0.113130463875438,0.275504473400743,0.0189459396918353,0.00914095725104409,0.236212944611907
"rh_PGi",5969.90021736391,4456.64122747606,5303.82555364793,6557.39597246724,5.14018541886922,0.662958353757858,0.359913941833281,0.098444007817776,0.284441364388312,0.0165316500370541,0.0083145875063154,0.232354448567475
"rh_PGs",5876.42289538261,4178.60366586538,5192.99799053486,6727.31218073918,5.59907542436551,0.642516606129133,0.364521289483095,0.104187942754764,0.27515291976623,0.0178611835178274,0.008823957765857,0.229452705727174
"rh_V6A",5607.4210030692,4880.97249930246,5056.7381766183,6292.8671875,-4.51069130216326,0.596088183777673,0.41974971975599,0.0974361321755818,0.244222406830106,0.0183586409049375,0.0093030199142439,0.210930077092988
"rh_VMV1",5845.07789829799,4440.48573521205,5448.2025844029,6217.37037876674,-4.18632170132228,0.571937769651413,0.339137385998453,0.0851239721689905,0.315229397799288,0.0193049627622323,0.0118813544977456,0.22932292414563
"rh_VMV3",5547.66185360863,4582.24716331845,5185.59044828869,5988.70419456845,-4.18918029467265,0.563961661997296,0.352715046632858,0.0828685497953778,0.310796749024164,0.0178882736003115,0.0106818754492061,0.225049498535338
"rh_PHA2",5315.8999226888,4307.89295450846,4498.33848063151,5258.71527099609,0.881693816181117,0.598601410786311,0.332639776170254,0.0834930520504713,0.317204372336467,0.0190791569960614,0.0122518891391034,0.235331760098537
"rh_V4t",5217.87413611779,5154.93402569111,4928.56723257212,5993.55731670673,-4.17060877726628,0.590744458712064,0.38194064452098,0.083643662241789,0.289473111812885,0.0173052821594935,0.0100998743795432,0.217537431762769
"rh_FST",5475.58472741168,5818.1164232337,5173.39510444973,6123.49475628397,-3.75492252474246,0.617635532565739,0.368576205295065,0.0841182596657587,0.295758842126183,0.0166657956560021,0.0097607460439853,0.225120147933131
"rh_V3CD",5461.86667702415,4052.77206143466,5153.84552556818,6565.97125799006,-4.10276303508065,0.591062128543854,0.406748858365146,0.0883671306073666,0.270434482531114,0.0165910227224231,0.0086322459815578,0.209226257421754
"rh_LO3",5341.81799958882,3932.93756424753,4968.51577919408,6157.04499897204,-4.23345598421599,0.59663777916055,0.387816041707993,0.0858470146593295,0.282723073896609,0.0166246257722378,0.0090743402313245,0.217914900497386
"rh_VMV2",5321.7785259046,4522.05656352796,4929.87916324013,5740.87458881579,-3.94589268533807,0.578486100623482,0.34984070846909,0.0848513390672834,0.309250277908225,0.0182420891758643,0.0110082498898632,0.226807354312194
"rh_31pd",6416.38931274414,4129.65269470215,5543.43193054199,7039.60507202148,5.8563444018364,0.618251504376531,0.341834940947592,0.103871109895408,0.28214003983885,0.0199502169853076,0.00874818628653884,0.2434555105865
"rh_31a",6615.24109468006,4283.16662016369,5703.30375744048,7063.30777994792,3.61062560762678,0.633497195584433,0.318079580863317,0.109215896754038,0.287491735957918,0.0212626303767874,0.00853153371385166,0.255418628454208
"rh_VVC",5917.35252586571,4115.11285235431,5342.16916965794,6053.73748944257,-3.54216448680775,0.578265064471477,0.348664526198361,0.0837101952449695,0.307624638886065,0.0188132603023503,0.0118735836869156,0.229313797644667
"rh_25",6098.34616921165,4938.02458052202,4895.91071111506,5732.4482643821,5.34929187731309,0.617940867489034,0.178910670632666,0.0692994354123419,0.28899956155907,0.0190462168644775,0.0113673418421637,0.205104048956524
"rh_s32",6206.62624511719,4681.95941162109,4954.8958984375,6081.51643066406,5.84058446884155,0.614386641979218,0.211006187647581,0.0915629878640175,0.384574545919895,0.0255938041955233,0.0145701005589217,0.272692376375198
"rh_pOFC",5789.9522265625,3634.41493652344,4730.95786132812,5672.3891015625,1.47845529034734,0.556903159618378,0.154855985045433,0.0538732343912125,0.244174472093582,0.0165315464138985,0.0108791788294911,0.159685586690903
"rh_PoI1",6042.84218569155,5344.44114402488,4734.82147894965,5444.0206072772,-3.03070249822405,0.625516618843432,0.294486830079997,0.0874456142385801,0.340661603543494,0.0228927838443606,0.0148485325690773,0.239664629653648
"rh_Ig",6073.58928811961,5220.52358903556,5019.57086813039,6001.51488415948,-4.4894233572072,0.59103401159418,0.305448104595316,0.0989565111953637,0.313663992388495,0.0241480865355196,0.0144358379445199,0.243347473185638
"rh_FOP5",6128.44030501995,4552.79369597739,5103.28648603723,6630.09249293551,-0.685184115662854,0.645187924516962,0.220304992287717,0.0998604887343468,0.36994521097934,0.0263566691032115,0.0142889774424282,0.269243663929878
"rh_p10p",6452.67857666016,3279.20374145508,5483.97247314453,7291.9853515625,5.33423563241959,0.632139475643635,0.182944074273109,0.0974119298160076,0.383196956664324,0.0342915758490562,0.0209243485238403,0.281231117993593
"rh_p47r",6191.46018288352,3730.01581735322,5201.86592980587,7043.6543264678,4.19341058803327,0.630945202076074,0.197320125319741,0.100975999326417,0.379075709617499,0.0349113004225673,0.0217979245565154,0.265918938499508
"rh_TGv",4751.81934655231,4731.21747622283,4029.93215013587,4546.20694633152,0.416275803526135,0.586572758529497,0.262972522041072,0.0817028194989847,0.370933416744937,0.0275385245356871,0.0205832649346279,0.236269456212935
"rh_MBelt",6677.77501260081,5243.88484438004,5542.34253717238,6792.3705109627,-3.75138551958146,0.619389791642466,0.32640276320519,0.0891817272190125,0.318733564307613,0.0178166511318376,0.00978628173470497,0.238079005191403
"rh_LBelt",6791.56184895833,5511.98187934028,5804.72797309028,7161.96923828125,-3.74279455785398,0.594960638770351,0.332837677664227,0.090970353671798,0.312533136871126,0.0161624053424155,0.00845249005834814,0.239043932270121
"rh_A4",5705.77388892984,4952.05669590212,5116.03057746167,5988.49519089033,-3.29221277416877,0.60738435218919,0.312036765071581,0.0924962985346902,0.32364130469988,0.0213560663023085,0.013689381492166,0.236780182089446
"rh_STSva",5453.94966517857,4504.31584123884,4711.25446428571,5725.334765625,5.53737923758371,0.642917209012168,0.28780540909086,0.0833073948110853,0.355256239856992,0.0219810851982662,0.0148386489067759,0.236811227032116
"rh_TE1m",5522.94656297637,4302.27191310976,4818.82018149771,6184.26876905488,6.00027751922607,0.616710485481634,0.305577322477248,0.0825395513235069,0.341566465249876,0.0215386772392,0.0150767609749625,0.233701220736271
"rh_PI",5664.17948504192,5523.73069502668,4422.96306330983,5155.5732898247,-2.53875691171099,0.636057503339721,0.286370135662032,0.0857896921111316,0.352934062480927,0.0214425008289698,0.0136396303636635,0.239823981392674
"rh_a32pr",6219.51611328125,4687.64991455078,5008.43387451172,6509.6873046875,0.476269805780612,0.615261916816235,0.204845798760653,0.100541391223669,0.356251126527786,0.0241977645084262,0.0108883235836402,0.303275593370199
"rh_p24",6453.52215866815,4936.03820219494,4990.48384021577,6035.30382719494,0.494034526603563,0.622573719138191,0.202334154219854,0.0988157863418261,0.365430579299019,0.0242645973783164,0.0113272524571845,0.297827624139332
